num_1_1,num_1_2,num_1_3,num_1_4m,num_0_1,num_0_2,num_0_3,num_0_4m,num_1_all,T=300k
3,1,0,1,2,2,0,0,9,1.5754012
2,2,0,0,3,0,0,1,6,1.7266748
2,0,1,1,3,0,1,0,9,1.3719428
2,0,0,0,1,1,0,1,2,0.91450542
1,0,2,0,0,2,0,1,7,1.2507936
1,2,0,1,4,1,0,0,9,1.5831176
1,0,0,1,0,1,0,1,9,1.0256759
1,1,0,1,1,1,0,1,7,1.5351388
4,1,0,0,4,1,1,0,6,1.8972526
1,2,0,1,0,3,0,0,9,1.2676858
4,0,0,1,3,2,0,0,8,1.7850018
3,1,0,0,1,1,1,1,5,1.6404256
2,3,0,0,3,2,0,0,8,2.0283437
2,0,1,0,0,2,0,1,5,1.4955626
2,2,0,0,1,0,0,2,6,1.4374493
2,0,1,1,4,1,0,0,9,1.5764467
6,0,0,0,4,1,1,0,6,1.4440968
1,1,1,1,2,0,1,0,10,1.4186351
1,1,1,1,4,0,0,0,11,1.6184251
1,2,1,0,2,1,1,0,8,1.7128201
2,2,1,0,2,2,0,0,9,1.8531164
0,2,1,0,1,1,0,1,7,1.4756308
1,1,1,0,2,1,0,1,6,1.5104173
1,1,1,0,0,2,0,1,6,1.3841795
5,0,0,0,3,0,0,1,5,1.5201237
2,0,1,0,1,0,0,2,5,1.4143953
3,0,0,1,0,2,0,1,7,1.3970537
2,0,0,1,1,0,0,2,6,0.75081086
1,0,2,0,1,0,1,1,7,1.4300108
0,1,2,0,0,2,1,0,8,1.4083441
2,0,0,1,1,0,1,1,7,1.2756469
2,1,0,1,2,1,1,0,8,1.4937555
1,1,1,0,0,1,1,1,6,1.3916922
3,0,0,1,4,0,0,1,7,1.4493564
3,1,0,1,4,1,0,0,9,1.8369139
4,1,0,0,2,2,1,0,6,1.7575628
4,0,1,0,4,2,0,0,7,1.529284
1,1,1,1,4,0,0,0,11,1.6335996
2,0,1,1,2,1,0,0,11,1.444074
1,0,1,1,1,1,0,0,12,1.3534187
0,0,1,1,1,0,0,1,9,1.1956391
2,2,0,0,2,0,1,1,6,1.597564
4,1,0,0,4,1,1,0,6,1.6390735
3,0,0,1,2,1,0,1,7,1.5567509
3,0,0,0,1,1,1,1,3,1.1428896
5,0,1,0,3,2,0,0,8,1.92133
0,3,1,0,2,2,0,0,9,1.8942401
3,1,0,1,4,1,0,0,9,1.8463563
0,1,0,0,0,0,0,2,2,1.0287629
3,1,0,1,4,1,0,0,9,1.916836
6,0,0,0,3,1,0,1,6,1.594959
1,2,0,0,1,1,1,1,5,1.7463049
1,1,0,1,1,1,0,1,8,1.3338281
3,2,0,0,4,2,0,0,7,1.7892311
2,0,0,1,1,0,1,1,6,1.585505
4,0,1,0,1,2,1,0,7,1.6808952
4,1,0,0,2,2,1,0,6,1.916548
2,1,2,0,5,0,0,0,10,1.8267335
4,1,0,0,2,2,1,0,6,1.8872886
0,0,2,0,1,0,1,1,6,1.1950732
1,1,0,1,2,1,1,0,8,1.4475851
2,1,0,0,0,0,1,2,4,1.1501243
2,1,1,0,2,0,2,0,7,1.4348645
4,1,0,0,3,1,0,1,6,1.8828486
1,0,0,1,0,0,1,1,7,1.251515
2,0,1,1,2,0,0,1,9,1.903496
1,2,0,1,5,0,0,0,10,1.5237967
0,1,0,1,0,1,0,1,7,1.1965503
1,3,0,0,4,0,0,1,7,1.7497422
3,1,1,0,3,2,0,0,8,1.8180598
2,0,0,1,1,1,0,1,8,1.211668
4,1,0,0,2,2,1,0,6,1.8340329
2,1,1,0,2,1,0,1,7,1.7039392
3,1,1,0,3,2,0,0,8,1.8894165
1,1,0,1,1,0,1,1,7,1.2783145
5,0,0,0,1,3,1,0,5,1.4739163
0,0,1,1,0,0,1,1,7,1.2569383
2,2,1,0,2,2,0,0,9,2.152247
1,1,1,0,1,1,0,1,6,1.4267118
4,0,0,0,1,1,0,2,4,1.5087105
0,3,1,0,2,2,0,0,9,1.7052488
1,2,0,1,1,1,1,0,9,1.532216
1,1,0,0,0,0,1,2,3,1.2116615
1,1,0,1,0,4,0,0,7,1.4121891
0,1,1,0,1,0,0,1,5,1.3461308
3,2,0,0,2,3,0,0,7,2.0900962
3,0,0,1,4,0,1,0,8,1.3569003
1,0,0,2,0,1,1,0,10,1.351722
1,1,2,0,2,2,0,0,9,1.8163121
1,1,1,1,3,1,0,0,10,1.5588133
2,1,0,1,1,3,0,0,8,1.6310674
1,1,0,1,3,0,1,0,9,1.3108001
3,1,1,0,2,1,1,0,8,2.0899427
1,2,0,0,2,0,0,1,5,1.5547668
2,1,1,0,2,0,2,0,7,1.5324982
3,2,0,0,3,1,1,0,7,1.9724944
5,1,0,0,3,1,1,0,7,2.0375586
2,0,0,1,1,0,2,0,8,1.4279912
2,1,1,0,3,1,1,0,7,1.8550316
3,0,1,0,2,0,1,1,6,1.4519494
5,0,1,0,3,2,0,0,8,1.8962682
2,0,1,1,5,0,0,0,10,1.3273891
0,0,0,2,0,0,0,1,11,1.2056316
0,2,0,1,1,0,2,0,8,1.3251401
3,2,0,0,3,1,1,0,7,1.7855211
2,1,0,1,1,1,1,0,9,1.5890843
4,1,0,0,3,3,0,0,6,1.9919908
3,0,0,1,2,1,0,1,7,1.5939891
2,1,0,1,2,1,1,0,8,1.674035
2,0,1,0,1,1,1,1,5,1.3194634
2,2,0,1,3,1,0,0,10,1.8775932
3,0,1,0,4,0,0,1,6,1.5749226
0,2,2,0,2,0,1,0,10,1.5503467
2,2,0,0,1,2,0,1,6,1.8246827
4,1,0,0,3,1,0,1,6,1.8456945
3,0,1,0,1,2,0,1,6,1.7512271
1,3,1,0,3,1,0,0,10,1.9088615
1,2,0,0,1,1,1,1,5,1.2614472
4,1,0,0,3,1,0,1,6,2.0796354
3,1,1,0,3,0,0,1,8,1.6455015
5,0,1,0,3,2,0,0,8,1.6867533
1,0,0,1,0,2,0,1,7,0.99916571
1,0,0,2,2,1,0,0,11,1.3156211
1,1,0,1,2,1,1,0,8,1.338914
2,3,0,0,4,0,1,0,8,1.8157264
2,0,0,1,1,2,0,1,6,1.6244996
0,3,0,0,1,1,0,1,6,1.5296316
3,1,0,1,4,0,0,0,11,1.5200871
2,0,1,0,2,0,0,2,5,1.4798343
2,1,1,0,1,2,1,0,7,1.7502155
2,0,2,0,1,1,0,1,8,1.6957607
3,1,1,0,3,2,0,0,8,1.809384
2,1,1,0,3,1,1,0,7,1.8115661
5,0,1,0,4,0,1,0,8,1.6988144
2,1,1,0,3,1,1,0,7,1.4591783
3,2,0,0,1,2,1,0,7,1.7326854
2,1,1,0,3,0,0,1,7,1.6399814
2,0,0,1,0,2,0,1,7,1.2019188
1,1,0,1,1,3,0,0,8,1.2955502
3,2,0,0,2,1,0,1,7,2.0145464
3,1,0,0,1,2,0,1,5,1.869382
1,2,0,1,1,1,1,0,9,1.728063
1,1,1,1,3,1,0,0,10,1.7412971
2,1,2,0,5,0,0,0,10,1.8186165
1,0,0,1,1,1,0,1,5,1.2815473
3,0,0,1,3,1,1,0,7,1.3763077
1,1,1,0,2,1,0,1,6,1.5014877
2,0,1,1,3,0,1,0,9,1.5171827
1,3,0,0,2,1,0,1,7,1.6774508
2,2,1,0,4,1,0,0,9,1.8901691
1,0,2,0,0,0,1,1,7,1.4037937
1,1,1,0,2,0,0,1,6,1.6233766
2,1,0,1,2,2,0,0,9,1.6625048
2,3,0,0,3,2,0,0,8,2.2030632
2,0,2,0,2,1,1,0,8,1.390632
2,1,1,0,3,1,1,0,7,1.9214262
4,1,1,0,4,1,0,0,9,1.7675232
3,0,1,0,1,2,0,1,6,1.555957
1,1,0,1,1,0,0,1,7,1.6513425
2,1,1,0,2,1,0,1,7,1.6097208
1,0,0,0,0,1,0,1,1,0.77855831
4,1,0,0,3,1,0,1,6,1.7050389
3,2,0,0,3,1,1,0,7,1.8338417
4,0,1,0,2,1,0,1,7,1.8876184
2,1,1,1,4,0,0,0,11,1.820992
0,0,2,1,2,0,1,0,10,1.3930715
3,1,0,0,2,0,1,1,5,1.5480351
2,1,0,1,0,2,1,0,8,1.3615007
2,2,0,0,2,1,0,1,6,1.7598685
3,2,0,0,4,0,0,1,7,1.725521
1,0,1,1,1,0,2,0,8,1.3170807
1,1,1,0,2,0,1,1,6,1.330795
1,0,0,2,2,0,0,1,9,1.3604655
2,0,1,0,0,2,2,0,5,0.99664652
3,0,2,0,4,1,0,0,9,1.7315353
2,3,0,0,3,2,0,0,8,1.8722113
1,1,1,0,2,0,0,1,6,1.637064
2,0,0,1,2,0,0,1,8,1.2570348
2,0,0,1,2,0,1,1,6,1.4471548
3,1,0,0,3,1,0,1,5,1.8695871
1,0,1,1,3,1,0,0,10,1.4837811
4,1,0,0,1,1,2,0,6,1.6332879
0,1,0,2,3,1,0,0,10,1.5342082
3,2,0,0,3,1,1,0,7,1.822176
4,0,0,0,1,0,1,1,4,1.3967905
1,3,1,0,5,0,0,0,10,1.921724
2,2,0,0,0,3,1,0,6,1.4594791
0,3,1,0,4,1,0,0,9,1.9112176
4,0,1,0,3,1,1,0,7,1.7377113
3,0,0,1,2,0,0,1,8,1.3062543
4,1,0,0,1,4,0,0,6,1.5289794
1,2,1,0,3,2,0,0,8,1.8271223
3,0,1,0,0,3,1,0,6,1.3797705
2,0,0,2,2,1,0,0,11,1.5483938
2,1,1,0,1,2,1,0,7,1.6657152
2,1,1,0,2,0,2,0,7,1.4756613
1,1,0,1,2,0,0,1,7,1.7059256
1,2,0,0,1,1,0,1,5,1.7170428
3,2,0,0,3,1,1,0,7,1.7447524
3,0,0,1,0,2,1,0,8,1.3541955
0,2,2,0,5,0,0,0,10,1.6981328
2,0,0,1,2,1,0,1,6,1.5822423
1,0,2,0,0,1,2,0,7,1.0557424
3,1,0,0,2,1,2,0,5,1.7587206
4,0,1,0,0,4,0,0,7,1.5376832
1,2,1,0,1,3,0,0,8,1.8760793
3,0,0,1,2,2,0,0,9,1.3436385
2,0,1,0,2,0,1,1,5,1.4309363
2,3,0,0,4,0,1,0,8,2.023886
0,1,2,0,1,1,0,1,8,1.4442792
1,2,0,0,3,0,0,1,5,1.472569
3,0,0,1,2,1,0,1,7,1.4694642
0,0,2,1,3,1,0,0,10,1.7058221
3,0,1,0,1,1,2,0,6,1.483255
3,2,1,0,5,0,0,0,10,1.785279
1,1,0,1,0,1,2,0,7,1.1452507
4,0,1,0,2,1,0,1,7,1.8709269
1,1,2,0,2,2,0,0,9,1.8239417
2,0,1,1,4,1,0,0,9,1.590053
1,2,0,1,2,0,0,1,9,1.5787315
1,3,0,0,3,1,1,0,7,1.5915531
4,0,1,0,3,1,1,0,7,1.7953123
3,2,0,0,3,1,1,0,7,2.1001019
2,1,1,0,0,1,2,0,7,1.3187919
3,0,0,1,1,1,0,1,7,1.5760664
2,1,1,0,3,1,1,0,7,1.6016626
3,1,1,0,3,2,0,0,8,1.9093966
5,0,0,0,3,2,1,0,5,1.3635516
1,0,0,2,2,0,1,0,10,1.3177027
0,3,0,0,1,0,0,2,6,1.4242506
0,0,0,1,0,0,1,1,4,1.0583285
0,0,1,1,0,1,0,1,8,1.2622482
2,3,0,0,3,2,0,0,8,2.0928214
1,2,1,0,2,1,1,0,8,1.5873516
1,2,0,0,1,1,1,1,5,1.1951863
3,1,1,0,5,1,0,0,8,1.8682429
5,0,1,0,5,1,0,0,8,1.59477
2,2,0,0,3,0,2,0,6,1.5536484
2,1,0,1,3,0,1,0,9,1.3761212
3,0,1,0,3,1,0,1,6,1.5738066
0,2,1,0,0,2,0,1,7,1.5233538
2,1,0,1,1,3,0,0,8,1.6469154
1,1,2,0,4,1,0,0,9,1.6299402
5,0,0,0,2,4,0,0,5,1.3951396
2,2,0,0,3,1,0,1,6,1.6202029
2,1,0,1,1,3,0,0,8,1.6845264
4,2,0,0,3,2,0,0,8,2.3153975
3,2,0,0,1,2,1,0,7,1.7366204
3,1,0,0,1,1,1,1,5,1.470881
1,0,1,1,1,1,1,0,9,1.4605871
5,0,0,0,2,2,0,1,5,1.4303379
1,2,1,0,4,0,1,0,8,1.6315665
1,1,2,0,2,2,0,0,9,1.7429992
2,3,0,0,1,3,0,0,8,2.1207473
0,0,1,1,1,0,1,1,7,1.2625117
5,0,1,0,5,1,0,0,8,1.5312285
2,0,0,1,2,1,0,1,7,1.2671676
3,0,0,1,3,0,0,1,7,1.5929464
2,2,0,0,3,0,0,1,6,1.8240077
4,0,1,0,2,3,0,0,7,1.4542379
2,3,0,0,3,2,0,0,8,1.9459983
4,0,1,0,3,1,1,0,7,1.778659
3,0,1,0,1,2,0,1,6,1.6868688
2,0,0,1,0,2,0,1,6,1.3694433
3,1,0,0,3,0,0,1,5,1.6608912
4,0,1,0,4,2,0,0,7,1.5627666
2,1,1,0,2,3,0,0,7,1.667254
5,0,0,0,3,2,1,0,5,1.3862419
0,2,1,0,1,0,1,1,7,1.393307
3,2,0,0,4,0,0,1,7,1.7329634
2,2,1,0,4,1,0,0,9,1.952659
3,1,0,0,1,3,1,0,5,1.4491241
3,0,0,0,2,0,1,1,3,1.2395725
0,0,1,1,0,1,2,0,7,1.2631328
5,1,0,0,4,2,0,0,7,1.9784441
0,1,1,0,0,0,1,1,5,1.2742791
3,0,1,1,3,1,0,0,10,1.7480789
2,0,2,0,1,3,0,0,8,1.5217022
1,2,1,0,2,1,1,0,8,1.8913158
4,1,0,0,4,1,1,0,6,1.7765194
0,2,1,0,2,1,0,1,7,1.7142931
2,1,0,1,1,2,0,0,10,1.4734426
1,0,0,2,2,1,0,0,11,1.4621592
3,1,0,0,2,1,2,0,5,1.3743129
3,1,0,0,1,1,1,1,5,1.5941815
4,0,0,0,1,1,0,2,4,1.509941
1,0,0,2,1,1,1,0,9,1.2937864
0,2,1,0,1,1,0,1,7,1.3219095
5,1,0,0,3,1,1,0,7,2.0962024
0,0,0,1,0,0,0,1,9,0.88736647
1,2,0,0,2,0,1,1,5,1.4509139
1,2,0,1,3,0,1,0,9,1.644551
0,1,1,1,1,1,0,0,12,1.3823874
1,1,1,0,2,0,1,1,6,1.2992722
1,2,1,0,1,3,0,0,8,1.5830002
1,0,2,0,2,0,0,1,7,1.6107805
2,1,0,1,2,1,1,0,8,1.5581155
2,2,0,1,4,0,0,0,11,1.5569843
1,1,0,1,2,1,0,1,7,1.5318987
3,1,0,0,1,2,0,1,5,1.6374463
1,3,0,0,1,2,1,0,7,1.834833
0,2,0,1,1,2,0,0,10,1.1991912
1,2,0,0,3,0,0,1,5,1.5767606
2,1,0,1,3,0,1,0,9,1.3995278
2,0,1,0,2,0,1,1,5,1.5278198
3,3,0,0,4,1,0,0,9,2.0486484
1,1,2,0,0,3,0,0,9,1.1924822
1,1,0,1,1,0,2,0,8,1.4784539
2,0,0,1,2,0,2,0,7,1.3421319
3,1,1,0,2,1,1,0,8,1.5395639
1,1,0,0,0,0,0,2,3,1.2908587
1,2,0,1,2,2,0,0,9,1.6009513
2,0,2,0,2,1,1,0,8,1.5032867
3,1,0,0,1,0,3,0,5,1.4424187
2,1,1,0,3,1,1,0,7,1.5740597
1,1,0,1,2,1,1,0,8,1.3381997
2,3,0,0,3,2,0,0,8,1.8604499
2,1,0,1,2,1,1,0,8,1.7235488
2,0,0,1,1,0,1,1,7,1.5531259
2,1,1,0,1,2,1,0,7,1.3980817
4,0,1,0,3,1,1,0,7,1.7650896
0,1,0,2,3,1,0,0,10,1.4341388
0,1,0,2,1,0,1,0,11,1.3543795
4,2,0,0,4,0,1,0,8,1.9169519
4,0,1,0,4,0,0,1,7,1.5228605
3,1,0,0,2,1,2,0,5,1.4870101
3,1,0,1,4,1,0,0,9,1.7676482
1,0,1,1,2,1,1,0,8,1.3887885
1,0,1,1,3,0,0,1,8,1.5758984
2,1,1,0,1,1,0,1,7,1.8950787
1,1,0,1,3,0,0,0,12,1.3837134
3,1,1,0,3,2,0,0,8,1.7111911
0,3,0,0,2,0,0,1,6,1.5327562
3,1,0,1,4,1,0,0,9,1.7042038
0,2,0,1,1,0,0,1,9,1.619076
1,1,0,0,0,1,1,1,3,1.0708688
2,1,0,1,2,0,0,1,8,1.8355699
2,1,1,0,3,0,0,1,7,1.6626519
1,1,0,1,2,1,0,1,7,1.6450443
1,0,0,2,3,1,0,0,10,1.5568343
0,2,0,1,2,2,0,0,9,1.3565817
2,1,1,0,2,3,0,0,7,1.6590345
1,2,0,0,2,1,0,1,5,1.7270979
2,2,0,0,1,2,0,1,6,1.601528
1,0,2,0,0,1,2,0,7,1.1640509
1,2,0,0,2,1,0,1,5,1.4434649
2,3,0,0,2,1,1,0,8,2.0428009
5,0,0,0,1,1,1,1,5,1.5034168
3,0,0,1,3,1,1,0,7,1.5546883
3,2,0,0,2,1,0,1,7,1.8067304
3,1,0,0,1,1,1,1,5,1.5906987
4,1,0,0,1,4,0,0,6,1.5336679
2,1,0,0,0,0,1,2,4,1.2135535
1,1,1,1,5,0,0,0,10,1.6585704
3,0,1,0,1,1,2,0,6,1.4553322
1,1,0,1,1,1,1,0,9,1.3610591
1,1,0,1,2,1,0,0,11,1.3498746
6,0,0,0,4,1,1,0,6,1.6715662
3,1,1,0,3,2,0,0,8,1.8676026
4,0,1,0,4,2,0,0,7,1.6321484
2,1,1,0,3,1,1,0,7,1.6371337
1,0,0,1,0,2,0,1,5,1.1888442
3,0,1,0,3,1,0,1,6,1.5740594
4,0,0,0,0,3,0,1,4,1.1211178
3,0,0,0,1,1,1,1,3,1.1239156
2,2,0,0,2,1,0,1,6,1.742911
0,2,0,1,2,0,0,1,8,1.3014873
2,0,0,1,1,0,0,1,10,1.2746376
3,0,0,1,3,2,0,0,8,1.5637857
3,0,2,0,3,0,1,0,9,1.6112047
2,0,2,0,2,1,1,0,8,1.6299208
4,1,0,0,1,1,2,0,6,1.6470344
4,1,0,0,1,1,2,0,6,1.8674902
3,1,1,0,4,0,1,0,8,1.7994404
2,2,0,0,0,3,1,0,6,1.4876002
0,0,1,2,1,1,0,0,12,1.7476135
0,2,0,1,2,2,0,0,9,1.4143633
4,1,0,0,4,1,1,0,6,1.8261193
4,0,0,1,5,1,0,0,8,1.7450248
2,1,0,1,1,3,0,0,8,1.2599622
0,1,0,1,0,0,1,1,7,1.2371165
2,0,2,0,2,1,1,0,8,1.6536745
2,1,1,0,3,1,1,0,7,1.6132675
2,0,0,1,1,1,0,1,7,1.3818425
2,0,2,0,1,3,0,0,8,1.7851626
4,0,1,0,2,3,0,0,7,1.8656816
0,3,1,0,3,0,1,0,9,1.5746408
3,0,0,1,2,1,1,0,8,1.4334376
1,1,0,0,0,0,1,2,3,1.1476407
5,1,0,0,4,2,0,0,7,1.8122629
1,1,0,1,1,1,0,1,7,1.6856854
2,1,0,1,3,0,0,1,8,1.693176
1,1,1,0,0,0,3,0,6,1.1736906
2,1,1,0,3,1,1,0,7,1.6585889
1,2,1,0,2,1,1,0,8,1.6664902
1,1,0,1,1,1,0,1,7,1.595703
2,1,1,0,2,3,0,0,7,1.8014086
5,1,0,0,4,2,0,0,7,2.0301373
3,2,0,0,2,3,0,0,7,1.9882102
0,3,0,0,2,1,0,1,6,1.5625731
1,1,0,1,1,2,1,0,7,1.4045455
0,1,0,1,1,0,0,1,10,1.1600968
3,2,0,0,1,2,1,0,7,1.7777001
5,1,0,0,3,1,1,0,7,1.9961944
0,1,1,1,1,2,0,0,10,1.3633106
2,0,0,1,2,0,0,1,7,1.3710847
3,0,1,1,5,0,0,0,10,1.6076081
0,2,0,1,2,1,0,0,11,1.3283912
1,1,1,0,0,2,0,1,6,1.31968
3,0,0,0,0,1,2,1,3,1.141278
2,0,1,0,2,0,0,2,5,1.2396321
2,1,2,0,3,1,0,0,10,2.1395702
1,1,0,1,0,1,0,1,8,1.2786274
1,3,0,0,3,1,1,0,7,1.9723108
3,1,0,1,4,1,0,0,9,1.6893779
0,3,1,0,2,2,0,0,9,1.8169411
5,0,0,0,1,2,0,1,5,1.3554596
1,3,1,0,5,0,0,0,10,1.885644
3,1,0,1,4,1,0,0,9,1.9338504
3,1,0,0,2,1,2,0,5,1.5346113
2,3,0,0,3,2,0,0,8,2.0488906
2,1,0,1,1,0,2,0,8,1.4519484
3,1,0,1,4,1,0,0,9,1.8017633
2,1,0,0,1,0,0,2,4,1.6209981
2,1,2,0,3,1,0,0,10,1.9434637
2,1,0,1,2,1,1,0,8,1.5830681
1,2,1,0,4,0,1,0,8,1.555191
5,0,0,0,3,2,1,0,5,1.5924358
4,1,0,0,4,1,1,0,6,1.8557441
1,2,1,0,1,3,0,0,8,1.6924143
5,1,0,0,5,0,1,0,7,1.82342
1,0,1,1,2,1,1,0,8,1.3259077
2,2,0,0,1,1,2,0,6,1.4171902
5,0,0,0,2,1,2,0,5,1.5022652
2,3,0,0,3,0,0,1,8,1.8519671
2,1,2,0,3,1,0,0,10,1.9564414
1,1,1,1,3,0,0,0,12,1.4505547
2,1,0,1,3,2,0,0,8,1.7342926
2,0,1,1,1,2,0,0,10,1.5972774
2,1,0,0,1,2,0,1,4,1.6240008
1,1,1,1,4,0,0,0,11,1.5220633
2,0,1,1,1,1,1,0,9,1.5711621
3,1,1,0,3,2,0,0,8,1.8794369
2,1,1,0,3,1,1,0,7,1.7338231
0,1,0,2,2,1,0,0,11,1.5554601
1,0,0,2,4,0,0,0,11,1.2755791
3,2,0,0,5,0,1,0,7,1.8137008
2,2,0,0,0,1,1,1,6,1.368618
4,1,1,0,4,1,0,0,9,1.9859083
1,2,0,1,3,0,1,0,9,1.6057851
1,2,1,0,2,1,1,0,8,1.6777381
3,1,0,1,5,0,0,0,10,1.4753236
0,0,1,2,2,0,0,0,13,1.5485173
0,0,0,1,0,0,0,2,5,0.9321149
4,1,0,0,4,1,1,0,6,1.8825747
3,0,1,0,2,0,1,1,6,1.5607777
2,0,1,0,1,1,0,1,5,1.3559417
3,0,0,1,2,1,0,1,7,1.5310163
3,2,0,0,4,2,0,0,7,1.7823946
1,3,0,0,1,2,1,0,7,1.7792199
3,2,0,0,2,0,2,0,7,1.5584062
3,0,0,1,4,1,0,0,9,1.293983
4,1,0,0,1,1,2,0,6,1.8076777
0,1,0,2,1,1,0,0,12,1.5868042
3,0,1,0,1,0,0,2,6,1.3810475
3,1,1,0,3,2,0,0,8,2.0255291
2,1,0,1,3,1,0,0,10,1.4657513
2,2,0,1,5,0,0,0,10,1.6319275
4,2,0,0,5,1,0,0,8,2.1388853
5,1,0,0,4,2,0,0,7,1.9580767
3,2,0,0,2,0,2,0,7,1.6834799
0,1,1,1,2,0,0,1,9,1.4564731
1,1,0,1,1,1,0,1,8,1.575339
4,0,0,0,1,3,0,1,4,1.2973465
2,1,1,0,1,1,0,1,7,1.6217607
4,2,0,0,3,2,0,0,8,2.183625
0,0,1,1,0,2,1,0,8,1.2645864
2,1,2,0,3,1,0,0,10,1.8539361
2,2,0,0,0,1,1,1,6,1.3614748
2,1,0,1,3,0,1,0,9,1.6485839
2,2,0,0,1,2,0,1,6,1.756376
1,2,0,0,2,1,0,1,5,1.7434165
2,1,0,0,0,2,0,1,4,1.4713479
1,2,0,0,1,0,1,1,5,1.5369595
1,3,0,0,2,1,0,1,7,1.7307655
0,1,2,0,0,2,1,0,8,1.3331796
3,1,0,0,2,2,0,1,5,1.4885193
2,1,0,0,1,0,1,1,4,1.2946892
2,0,0,2,3,1,0,0,10,1.7167397
4,2,0,0,3,2,0,0,8,1.8356302
0,2,1,1,4,0,0,0,11,1.7130669
2,2,0,0,2,0,0,1,6,1.8691269
3,2,0,0,3,1,1,0,7,1.9259877
4,1,0,0,3,3,0,0,6,1.7641969
4,0,1,0,2,3,0,0,7,1.6132075
1,1,1,0,1,1,0,1,6,1.7932924
2,2,0,0,0,1,1,1,6,1.4065515
0,2,0,1,1,3,0,0,8,1.3305235
1,2,0,0,0,0,0,2,5,1.348897
2,1,1,0,2,1,0,1,7,1.6386265
5,0,0,0,2,0,0,2,5,1.3308116
1,2,0,0,0,1,0,2,5,1.3254461
1,1,1,0,0,0,3,0,6,1.1357528
4,0,0,1,2,2,0,0,9,1.6329581
2,1,0,1,2,0,0,1,8,1.6648233
2,1,0,0,2,0,0,2,4,1.4983476
3,1,0,0,2,2,0,1,5,1.4969454
2,2,0,0,3,0,2,0,6,1.8816807
3,0,0,1,2,0,2,0,7,1.3140271
0,1,1,1,3,1,0,0,10,1.4095334
3,0,1,0,1,1,2,0,6,1.4501482
3,1,1,0,3,2,0,0,8,1.9419158
2,1,1,0,4,0,0,1,7,1.681891
1,2,0,0,0,1,1,1,5,1.3419713
1,2,0,1,2,2,0,0,9,1.7634021
2,3,0,0,4,0,1,0,8,1.8384045
1,2,1,0,1,3,0,0,8,1.8671707
2,0,1,1,3,1,0,0,10,1.7414494
0,0,0,2,2,0,0,0,13,1.200294
0,1,0,2,2,0,1,0,10,1.3911986
1,0,3,0,3,1,0,0,10,1.5140452
3,1,0,0,1,0,1,1,5,1.7521453
4,2,0,0,5,1,0,0,8,1.8940897
3,1,1,0,3,2,0,0,8,1.6745507
5,0,0,0,2,2,0,1,5,1.4916092
1,2,1,0,3,0,0,1,8,1.5529463
1,0,0,2,0,1,0,1,9,1.3281747
4,0,0,1,3,2,0,0,8,1.7477027
0,3,0,0,2,0,1,1,6,1.4623086
0,0,2,1,2,0,1,0,10,1.5079695
4,0,1,0,4,2,0,0,7,1.7647792
0,2,1,0,0,1,2,0,7,1.1450342
2,1,1,0,2,0,2,0,7,1.4794388
0,3,0,1,3,1,0,0,10,1.6447626
0,0,1,1,0,0,2,0,9,1.0539449
6,0,0,0,3,3,0,0,6,1.623137
4,1,0,0,1,1,2,0,6,1.6845717
3,2,0,0,2,3,0,0,7,1.9337627
3,1,1,0,3,2,0,0,8,1.9698219
4,0,0,0,1,1,0,2,4,1.1853982
1,3,1,0,5,0,0,0,10,1.8053589
0,2,0,0,0,0,1,1,4,1.06505
2,0,2,0,2,1,1,0,8,1.5642818
1,1,0,1,2,0,2,0,7,1.6486951
1,0,0,1,1,1,0,1,7,1.220999
0,0,0,2,0,0,1,0,12,1.0402883
3,1,0,1,5,0,0,0,10,1.6689767
2,1,0,1,3,0,1,0,9,1.5045446
1,2,0,0,1,1,0,1,5,1.7119637
3,2,0,0,4,0,0,1,7,1.6845527
3,1,0,0,1,0,1,1,5,1.5841106
4,0,1,0,4,2,0,0,7,1.6657752
1,0,0,1,0,2,0,1,5,1.1877958
0,2,2,0,3,1,0,0,10,1.738016
5,1,0,0,4,0,0,1,7,1.6959133
2,1,0,1,1,1,1,0,9,1.5221444
3,0,1,0,2,0,1,1,6,1.5739225
2,0,1,1,2,1,0,0,11,1.5040994
3,1,1,0,1,3,0,0,8,1.8860002
0,1,1,1,0,3,0,0,9,1.5036411
1,1,0,1,2,0,0,0,13,1.2482522
1,1,1,0,2,1,0,1,6,1.3981596
3,2,0,0,3,1,1,0,7,1.8847272
4,1,1,0,6,0,0,0,9,1.8591521
3,0,0,1,2,1,1,0,8,1.4356306
0,3,0,1,2,0,1,0,10,1.379504
2,1,1,0,1,2,1,0,7,1.8163283
3,1,0,0,0,3,0,1,5,1.4905293
2,1,0,1,3,0,0,1,8,1.6656858
0,2,1,0,0,0,0,2,7,1.3635619
1,0,0,1,1,1,0,1,8,1.0025125
2,2,0,0,1,0,0,2,6,1.5237751
2,1,0,0,1,2,0,1,4,1.6141768
1,1,0,1,1,0,0,1,10,1.3145168
0,1,0,1,0,2,1,0,8,1.0545312
2,0,0,1,3,0,0,0,12,1.2210821
3,2,0,0,3,1,1,0,7,1.9560487
2,1,0,1,2,2,0,0,9,1.572587
3,1,1,0,4,0,1,0,8,1.7297359
3,1,0,0,2,1,2,0,5,1.8014086
5,1,0,0,4,2,0,0,7,1.8938348
3,2,0,0,3,1,1,0,7,1.8966421
2,3,0,0,3,2,0,0,8,2.0929301
