num_1_1,num_1_2,num_1_3,num_1_4m,num_0_1,num_0_2,num_0_3,num_0_4m,num_1_all,ZT
2,0,1,1,3,0,1,0,9,1.1151818
1,0,0,2,3,0,1,0,9,1.1316268
1,0,0,2,2,0,1,0,10,1.2503843
1,1,0,1,1,0,1,1,7,1.219999
1,1,0,1,2,0,2,0,7,1.3455396
0,2,0,1,1,0,2,0,8,1.2293491
1,1,0,1,1,2,1,0,7,1.3436239
2,1,0,1,2,1,1,0,8,1.1633899
0,2,0,1,2,1,1,0,8,1.1934122
0,1,1,1,1,1,1,0,9,1.0986835
2,1,0,1,2,1,1,0,8,1.2056737
2,1,0,1,4,0,1,0,8,1.2459594
1,2,0,1,3,0,1,0,9,1.1713183
0,2,0,1,2,1,1,0,8,1.2668104
1,2,0,1,3,0,1,0,9,1.2799075
0,1,1,1,3,0,1,0,9,1.1586957
0,1,0,2,2,0,1,0,10,1.2194898
1,0,1,1,1,0,2,0,8,1.2902575
1,0,1,1,2,1,1,0,8,1.3771492
0,1,1,1,1,1,1,0,9,1.1246316
1,0,1,1,2,1,1,0,8,1.2837803
2,0,1,1,3,0,1,0,9,1.1602718
0,1,1,1,3,0,1,0,9,1.2888588
0,0,2,1,2,0,1,0,10,1.1912576
0,0,0,2,1,0,2,0,8,1.200677
1,0,0,2,1,1,1,0,9,1.3051144
1,0,0,2,3,0,1,0,9,1.2434804
0,1,0,2,2,0,1,0,10,1.1671127
0,0,0,2,1,1,1,0,9,1.3876946
1,0,0,2,2,0,1,0,10,1.3053482
0,0,0,2,2,0,1,0,10,1.3511951
0,0,0,2,1,0,1,0,11,1.2441167
1,0,0,1,0,0,1,1,6,1.4856907
1,0,0,1,1,0,1,1,6,1.4778177
0,1,0,1,0,0,1,1,7,1.3713337
1,0,0,1,0,1,1,1,6,1.4821497
2,0,0,1,1,0,1,1,7,1.3950822
0,1,0,1,1,0,1,1,7,1.3401808
0,0,1,1,0,0,1,1,8,1.2176074
2,0,0,1,0,1,2,0,7,1.3992621
2,0,0,1,2,0,2,0,7,1.412858
1,1,0,1,1,0,2,0,8,1.3699107
0,1,0,1,0,1,2,0,7,1.3882276
1,1,0,1,1,0,2,0,8,1.3061048
0,0,1,1,1,0,2,0,8,1.3229437
0,0,0,2,0,0,2,0,9,1.2189612
2,0,0,1,0,1,2,0,7,1.4813378
2,0,0,1,1,2,1,0,7,1.4631659
1,1,0,1,0,2,1,0,8,1.2519627
2,0,0,1,1,2,1,0,7,1.4139619
3,0,0,1,2,1,1,0,8,1.275256
1,1,0,1,2,1,1,0,8,1.3971375
1,0,1,1,1,1,1,0,9,1.3063509
1,1,0,1,0,2,1,0,8,1.3130357
1,1,0,1,2,1,1,0,8,1.3570529
0,2,0,1,1,1,1,0,9,1.2294433
0,0,1,1,0,2,1,0,8,1.2839946
1,0,1,1,1,1,1,0,9,1.2571362
0,0,0,2,1,1,1,0,9,1.2871758
0,0,0,2,0,1,1,0,10,1.1808867
2,0,0,1,1,0,1,1,7,1.3483872
2,0,0,1,2,0,2,0,7,1.4603734
1,1,0,1,1,0,2,0,8,1.4144803
2,0,0,1,1,2,1,0,7,1.4618913
3,0,0,1,2,1,1,0,8,1.2318232
1,1,0,1,2,1,1,0,8,1.4288725
1,0,1,1,1,1,1,0,9,1.2563684
3,0,0,1,2,1,1,0,8,1.3005199
3,0,0,1,4,0,1,0,8,1.2653736
2,1,0,1,3,0,1,0,9,1.2991267
1,1,0,1,2,1,1,0,8,1.37976
2,1,0,1,3,0,1,0,9,1.3209637
1,0,1,1,3,0,1,0,9,1.3369576
1,0,0,2,2,0,1,0,10,1.2622085
1,1,0,1,1,0,2,0,8,1.3360865
1,1,0,1,2,1,1,0,8,1.4660269
0,2,0,1,1,1,1,0,9,1.1813611
1,1,0,1,2,1,1,0,8,1.4308224
2,1,0,1,3,0,1,0,9,1.3388811
0,2,0,1,3,0,1,0,9,1.4343175
0,1,1,1,2,0,1,0,10,1.3373702
1,0,1,1,1,1,1,0,9,1.306846
1,0,1,1,3,0,1,0,9,1.3583956
0,1,1,1,2,0,1,0,10,1.2805464
0,0,0,2,1,1,1,0,9,1.3878934
1,0,0,2,2,0,1,0,10,1.3166206
0,0,0,2,2,0,1,0,10,1.3305194
0,0,0,2,1,0,1,0,11,1.259179
1,0,0,1,0,0,1,1,7,1.4419339
1,0,0,1,1,0,1,1,7,1.3905107
0,1,0,1,0,0,1,1,8,1.1877131
1,0,0,1,0,1,2,0,7,1.4291692
2,0,0,1,1,0,2,0,8,1.3737397
0,1,0,1,1,0,2,0,8,1.3179291
0,0,1,1,0,0,2,0,9,1.2494556
2,0,0,1,0,2,1,0,8,1.3111298
2,0,0,1,2,1,1,0,8,1.3860185
1,1,0,1,1,1,1,0,9,1.2840974
0,1,0,1,0,2,1,0,8,1.3508306
1,1,0,1,1,1,1,0,9,1.222928
0,0,1,1,1,1,1,0,9,1.1919862
0,0,0,2,0,1,1,0,10,1.1031388
2,0,0,1,1,0,2,0,8,1.3952547
2,0,0,1,2,1,1,0,8,1.434671
1,1,0,1,1,1,1,0,9,1.2888871
2,0,0,1,2,1,1,0,8,1.3632543
3,0,0,1,3,0,1,0,9,1.2859977
1,1,0,1,3,0,1,0,9,1.2639991
1,0,1,1,2,0,1,0,10,1.2522262
1,1,0,1,1,1,1,0,9,1.3588735
1,1,0,1,3,0,1,0,9,1.3765527
0,2,0,1,2,0,1,0,10,1.2935765
0,0,1,1,1,1,1,0,9,1.3491377
1,0,1,1,2,0,1,0,10,1.3021182
0,0,0,2,2,0,1,0,10,1.300409
0,0,0,2,1,0,1,0,11,1.1940657
1,0,0,1,0,0,1,1,8,1.2727578
1,0,0,1,1,0,2,0,8,1.400732
0,1,0,1,0,0,2,0,9,1.2422495
1,0,0,1,0,2,1,0,8,1.4981712
2,0,0,1,1,1,1,0,9,1.2993689
0,1,0,1,1,1,1,0,9,1.3298612
0,0,1,1,0,1,1,0,10,1.2056385
2,0,0,1,1,1,1,0,9,1.3708172
2,0,0,1,3,0,1,0,9,1.3356435
1,1,0,1,2,0,1,0,10,1.2500346
0,1,0,1,1,1,1,0,9,1.4098474
1,1,0,1,2,0,1,0,10,1.2950866
0,0,1,1,2,0,1,0,10,1.3569763
0,0,0,2,1,0,1,0,11,1.0466377
1,0,0,1,0,0,2,0,9,1.2930757
1,0,0,1,1,1,1,0,9,1.416175
0,1,0,1,0,1,1,0,10,1.2579607
1,0,0,1,1,1,1,0,9,1.3849053
2,0,0,1,2,0,1,0,10,1.2570724
0,1,0,1,2,0,1,0,10,1.3212044
0,0,1,1,1,0,1,0,11,1.2137666
0,0,0,1,0,0,2,0,9,1.2333225
1,0,0,1,0,1,1,0,10,1.2303784
1,0,0,1,2,0,1,0,10,1.2506139
0,1,0,1,1,0,1,0,11,1.1670324
0,0,0,1,0,1,1,0,10,1.2261652
1,0,0,1,1,0,1,0,11,1.1813061
0,0,0,1,1,0,1,0,11,1.2813514
0,0,0,1,0,0,1,0,12,1.1909978
2,0,0,0,0,1,0,1,2,1.1091641
2,0,0,0,1,1,0,1,2,1.092527
1,1,0,0,0,1,0,1,3,1.0724945
2,0,0,0,0,2,0,1,2,1.0998262
3,0,0,0,1,1,0,1,3,1.1133387
1,1,0,0,1,1,0,1,3,1.0709317
1,0,1,0,0,1,0,1,4,1.2955751
3,0,0,0,0,2,0,1,3,1.1642401
3,0,0,0,2,1,0,1,3,1.272372
2,1,0,0,1,1,0,1,4,1.1401025
1,1,0,0,0,2,0,1,3,1.218244
2,1,0,0,1,1,0,1,4,1.2900761
1,0,1,0,1,1,0,1,4,1.272629
1,0,0,1,0,1,0,1,5,1.4040537
3,0,0,0,0,1,1,1,3,1.0931178
3,0,0,0,1,2,0,1,3,1.0863678
2,1,0,0,0,2,0,1,4,1.250061
3,0,0,0,1,2,0,1,3,1.2090645
4,0,0,0,2,1,0,1,4,1.0442575
2,1,0,0,2,1,0,1,4,1.2334499
2,0,1,0,1,1,0,1,5,1.1500884
2,1,0,0,0,2,0,1,4,1.1638027
2,1,0,0,2,1,0,1,4,1.2248036
1,2,0,0,1,1,0,1,5,1.1389942
1,0,1,0,0,2,0,1,4,1.3548923
2,0,1,0,1,1,0,1,5,1.1481788
1,0,0,1,1,1,0,1,5,1.5252124
1,0,0,1,0,1,0,1,6,1.4858093
3,0,0,0,0,1,0,2,3,1.0099006
3,0,0,0,1,1,1,1,3,1.0161129
2,1,0,0,0,1,1,1,4,1.0424899
3,0,0,0,0,3,0,1,3,1.1315269
4,0,0,0,1,2,0,1,4,1.1208752
2,1,0,0,1,2,0,1,4,1.218498
2,0,1,0,0,2,0,1,5,1.4383589
4,0,0,0,1,2,0,1,4,1.1423484
4,0,0,0,3,1,0,1,4,1.0888093
3,1,0,0,2,1,0,1,5,1.0649706
2,1,0,0,1,2,0,1,4,1.1628867
3,1,0,0,2,1,0,1,5,1.1708354
2,0,1,0,2,1,0,1,5,1.1435832
2,0,0,1,1,1,0,1,6,1.3200278
2,1,0,0,0,1,1,1,4,1.0703411
2,1,0,0,1,2,0,1,4,1.163853
1,2,0,0,0,2,0,1,5,1.2843368
2,1,0,0,1,2,0,1,4,1.1770729
3,1,0,0,2,1,0,1,5,1.1125802
1,2,0,0,2,1,0,1,5,1.1025038
1,1,1,0,1,1,0,1,6,1.2959155
2,0,1,0,0,2,0,1,5,1.4097981
2,0,1,0,2,1,0,1,5,1.2122627
1,1,1,0,1,1,0,1,6,1.1711682
1,0,0,1,0,2,0,1,5,1.4773244
2,0,0,1,1,1,0,1,6,1.2824364
1,0,0,1,1,1,0,1,6,1.4974216
1,0,0,1,0,1,0,1,7,1.4707291
3,0,0,0,0,1,0,2,3,0.99765694
3,0,0,0,1,1,0,2,3,1.0757214
2,1,0,0,0,1,0,2,4,1.0788831
3,0,0,0,0,2,1,1,3,1.0268811
4,0,0,0,1,1,1,1,4,1.0553842
2,1,0,0,1,1,1,1,4,1.0731523
2,0,1,0,0,1,1,1,5,1.2707695
4,0,0,0,0,3,0,1,4,1.0744729
4,0,0,0,2,2,0,1,4,1.0673926
3,1,0,0,1,2,0,1,5,1.0632918
2,1,0,0,0,3,0,1,4,1.1946027
3,1,0,0,1,2,0,1,5,1.140329
2,0,1,0,1,2,0,1,5,1.4337128
2,0,0,1,0,2,0,1,6,1.447518
4,0,0,0,1,1,1,1,4,1.1165689
4,0,0,0,2,2,0,1,4,1.101223
3,1,0,0,1,2,0,1,5,1.1451646
4,0,0,0,2,2,0,1,4,1.0571619
5,0,0,0,3,1,0,1,5,1.098485
3,1,0,0,3,1,0,1,5,1.0864372
3,0,1,0,2,1,0,1,6,1.1078972
3,1,0,0,1,2,0,1,5,1.2401479
3,1,0,0,3,1,0,1,5,1.1926844
2,2,0,0,2,1,0,1,6,1.1761348
2,0,1,0,1,2,0,1,5,1.2730986
3,0,1,0,2,1,0,1,6,1.2757596
2,0,0,1,2,1,0,1,6,1.481433
2,0,0,1,1,1,0,1,7,1.4652317
2,1,0,0,0,1,0,2,4,1.118168
2,1,0,0,1,1,1,1,4,1.176036
1,2,0,0,0,1,1,1,5,1.242931
2,1,0,0,0,3,0,1,4,1.100618
3,1,0,0,1,2,0,1,5,1.140134
1,2,0,0,1,2,0,1,5,1.3338358
1,1,1,0,0,2,0,1,6,1.3476156
3,1,0,0,1,2,0,1,5,1.2424674
3,1,0,0,3,1,0,1,5,1.1967096
2,2,0,0,2,1,0,1,6,1.1884215
1,2,0,0,1,2,0,1,5,1.1913145
2,2,0,0,2,1,0,1,6,1.2135125
1,1,1,0,2,1,0,1,6,1.1881462
1,1,0,1,1,1,0,1,7,1.171236
2,0,1,0,0,1,1,1,5,1.3043979
2,0,1,0,1,2,0,1,5,1.4304832
1,1,1,0,0,2,0,1,6,1.3574841
2,0,1,0,1,2,0,1,5,1.3224446
3,0,1,0,2,1,0,1,6,1.2464404
1,1,1,0,2,1,0,1,6,1.3961029
1,0,2,0,1,1,0,1,7,1.4263871
2,0,0,1,0,2,0,1,6,1.4612814
2,0,0,1,2,1,0,1,6,1.3988618
1,1,0,1,1,1,0,1,7,1.3803596
1,0,0,1,0,2,0,1,6,1.4790736
2,0,0,1,1,1,0,1,7,1.440356
1,0,0,1,1,1,0,1,7,1.4923196
1,0,0,1,0,1,0,1,8,1.4297411
3,0,0,0,0,1,0,2,3,1.0208544
3,0,0,0,1,1,0,2,3,1.0726718
2,1,0,0,0,1,0,2,4,1.1082519
3,0,0,0,0,2,0,2,3,1.0093846
4,0,0,0,1,1,0,2,4,1.1334486
2,1,0,0,1,1,0,2,4,1.0584439
2,0,1,0,0,1,0,2,5,1.2508793
4,0,0,0,0,2,1,1,4,1.0836165
4,0,0,0,2,1,1,1,4,1.0494759
3,1,0,0,1,1,1,1,5,1.0629179
2,1,0,0,0,2,1,1,4,1.0734855
3,1,0,0,1,1,1,1,5,1.1227348
2,0,1,0,1,1,1,1,5,1.3143556
2,0,0,1,0,1,1,1,6,1.3811281
4,0,0,0,0,2,1,1,4,1.1421009
4,0,0,0,1,3,0,1,4,1.0649048
3,1,0,0,0,3,0,1,5,1.1524867
4,0,0,0,1,3,0,1,4,1.1043535
5,0,0,0,2,2,0,1,5,1.089959
3,1,0,0,2,2,0,1,5,1.113986
3,0,1,0,1,2,0,1,6,1.1057539
3,1,0,0,0,3,0,1,5,1.1543351
3,1,0,0,2,2,0,1,5,1.1620051
2,2,0,0,1,2,0,1,6,1.1438817
2,0,1,0,0,3,0,1,5,1.343982
3,0,1,0,1,2,0,1,6,1.22097
2,0,0,1,1,2,0,1,6,1.4631124
2,0,0,1,0,2,0,1,7,1.4419663
4,0,0,0,1,1,0,2,4,1.0995896
4,0,0,0,2,1,1,1,4,1.116907
3,1,0,0,1,1,1,1,5,1.1245133
4,0,0,0,1,3,0,1,4,1.1043602
5,0,0,0,2,2,0,1,5,1.0999365
3,1,0,0,2,2,0,1,5,1.1699095
3,0,1,0,1,2,0,1,6,1.3562825
5,0,0,0,2,2,0,1,5,1.138145
5,0,0,0,4,1,0,1,5,1.1369991
4,1,0,0,3,1,0,1,6,1.1350821
3,1,0,0,2,2,0,1,5,1.224213
4,1,0,0,3,1,0,1,6,1.2128886
3,0,1,0,3,1,0,1,6,1.1597332
3,0,0,1,2,1,0,1,7,1.3771645
3,1,0,0,1,1,1,1,5,1.17319
3,1,0,0,2,2,0,1,5,1.177438
2,2,0,0,1,2,0,1,6,1.3361137
3,1,0,0,2,2,0,1,5,1.1985309
4,1,0,0,3,1,0,1,6,1.1439059
2,2,0,0,3,1,0,1,6,1.1304039
2,1,1,0,2,1,0,1,7,1.1030402
3,0,1,0,1,2,0,1,6,1.3331301
3,0,1,0,3,1,0,1,6,1.1865627
2,1,1,0,2,1,0,1,7,1.1366137
2,0,0,1,1,2,0,1,6,1.4070271
3,0,0,1,2,1,0,1,7,1.1700281
2,0,0,1,2,1,0,1,7,1.4713107
2,0,0,1,1,1,0,1,8,1.4309427
2,1,0,0,0,1,0,2,4,1.2093197
2,1,0,0,1,1,0,2,4,1.0792453
1,2,0,0,0,1,0,2,5,1.0426325
2,1,0,0,0,2,1,1,4,1.1019053
3,1,0,0,1,1,1,1,5,1.1175334
1,2,0,0,1,1,1,1,5,1.3568422
1,1,1,0,0,1,1,1,6,1.4607284
3,1,0,0,0,3,0,1,5,1.2702928
3,1,0,0,2,2,0,1,5,1.1238887
2,2,0,0,1,2,0,1,6,1.1241388
1,2,0,0,0,3,0,1,5,1.4213436
2,2,0,0,1,2,0,1,6,1.2618229
1,1,1,0,1,2,0,1,6,1.470346
1,1,0,1,0,2,0,1,7,1.4290909
3,1,0,0,1,1,1,1,5,1.1892893
3,1,0,0,2,2,0,1,5,1.1586246
2,2,0,0,1,2,0,1,6,1.174077
3,1,0,0,2,2,0,1,5,1.1880859
4,1,0,0,3,1,0,1,6,1.138599
2,2,0,0,3,1,0,1,6,1.1436057
2,1,1,0,2,1,0,1,7,1.2653614
2,2,0,0,1,2,0,1,6,1.1852471
2,2,0,0,3,1,0,1,6,1.2564071
1,3,0,0,2,1,0,1,7,1.1555114
1,1,1,0,1,2,0,1,6,1.2275287
2,1,1,0,2,1,0,1,7,1.2165858
1,1,0,1,2,1,0,1,7,1.456769
1,1,0,1,1,1,0,1,8,1.4949738
2,0,1,0,0,1,0,2,5,1.1192881
2,0,1,0,1,1,1,1,5,1.394706
1,1,1,0,0,1,1,1,6,1.3854401
2,0,1,0,0,3,0,1,5,1.3800352
3,0,1,0,1,2,0,1,6,1.2500291
1,1,1,0,1,2,0,1,6,1.4447416
1,0,2,0,0,2,0,1,7,1.319512
3,0,1,0,1,2,0,1,6,1.1996136
3,0,1,0,3,1,0,1,6,1.1921995
2,1,1,0,2,1,0,1,7,1.1252712
1,1,1,0,1,2,0,1,6,1.2270777
2,1,1,0,2,1,0,1,7,1.227388
1,0,2,0,2,1,0,1,7,1.1772906
1,0,1,1,1,1,0,1,8,1.1923121
2,0,0,1,0,1,1,1,6,1.3785726
2,0,0,1,1,2,0,1,6,1.5431731
1,1,0,1,0,2,0,1,7,1.3937827
2,0,0,1,1,2,0,1,6,1.2839128
3,0,0,1,2,1,0,1,7,1.2659533
1,1,0,1,2,1,0,1,7,1.254374
1,0,1,1,1,1,0,1,8,1.3006773
2,0,0,1,0,2,0,1,7,1.5463661
2,0,0,1,2,1,0,1,7,1.4473538
1,1,0,1,1,1,0,1,8,1.4410064
1,0,0,1,0,2,0,1,7,1.4674779
2,0,0,1,1,1,0,1,8,1.4704067
1,0,0,1,1,1,0,1,8,1.466367
1,0,0,1,0,1,0,1,9,1.4076136
3,0,0,0,0,1,1,1,3,1.0748105
3,0,0,0,1,1,1,1,3,0.9980045
2,1,0,0,0,1,1,1,4,1.0711359
4,0,0,0,1,1,1,1,4,1.0818617
2,1,0,0,1,1,1,1,4,1.171599
2,0,1,0,0,1,1,1,5,1.3695961
4,0,0,0,0,2,1,1,4,1.162927
4,0,0,0,2,1,1,1,4,1.1575685
3,1,0,0,1,1,1,1,5,1.1356814
2,1,0,0,0,2,1,1,4,1.2075332
3,1,0,0,1,1,1,1,5,1.1913693
2,0,1,0,1,1,1,1,5,1.3516669
2,0,0,1,0,1,1,1,6,1.4081743
4,0,0,0,0,1,3,0,4,1.0678899
4,0,0,0,1,2,2,0,4,1.116261
3,1,0,0,0,2,2,0,5,1.1702856
4,0,0,0,1,2,2,0,4,1.1320258
5,0,0,0,2,1,2,0,5,1.1129996
3,1,0,0,2,1,2,0,5,1.1465033
3,0,1,0,1,1,2,0,6,1.3070424
3,1,0,0,0,2,2,0,5,1.1666692
3,1,0,0,2,1,2,0,5,1.1673503
2,2,0,0,1,1,2,0,6,1.1161966
2,0,1,0,0,2,2,0,5,1.2496997
3,0,1,0,1,1,2,0,6,1.2415543
2,0,0,1,1,1,2,0,6,1.4012349
2,0,0,1,0,1,2,0,7,1.3564315
4,0,0,0,0,2,1,1,4,1.1377319
4,0,0,0,1,2,2,0,4,1.1027145
3,1,0,0,0,2,2,0,5,1.1121396
4,0,0,0,0,4,1,0,4,1.0809987
5,0,0,0,1,3,1,0,5,1.1526322
3,1,0,0,1,3,1,0,5,1.1302994
3,0,1,0,0,3,1,0,6,1.2145021
5,0,0,0,1,3,1,0,5,1.092131
5,0,0,0,3,2,1,0,5,1.1280127
4,1,0,0,2,2,1,0,6,1.1050133
3,1,0,0,1,3,1,0,5,1.2617522
4,1,0,0,2,2,1,0,6,1.2142545
3,0,1,0,2,2,1,0,6,1.2335374
3,0,0,1,1,2,1,0,7,1.302946
3,1,0,0,0,2,2,0,5,1.0717326
3,1,0,0,1,3,1,0,5,1.1116543
2,2,0,0,0,3,1,0,6,1.2055126
3,1,0,0,1,3,1,0,5,1.2142011
4,1,0,0,2,2,1,0,6,1.1450571
2,2,0,0,2,2,1,0,6,1.3708891
2,1,1,0,1,2,1,0,7,1.2827624
3,0,1,0,0,3,1,0,6,1.2227941
3,0,1,0,2,2,1,0,6,1.3773007
2,1,1,0,1,2,1,0,7,1.3195944
2,0,0,1,0,3,1,0,6,1.4882314
3,0,0,1,1,2,1,0,7,1.3778286
2,0,0,1,1,2,1,0,7,1.4675211
2,0,0,1,0,2,1,0,8,1.3934551
4,0,0,0,1,1,1,1,4,1.1402276
4,0,0,0,2,1,1,1,4,1.1481373
3,1,0,0,1,1,1,1,5,1.1059065
4,0,0,0,1,2,2,0,4,1.0136859
5,0,0,0,2,1,2,0,5,1.0109369
3,1,0,0,2,1,2,0,5,1.0330949
3,0,1,0,1,1,2,0,6,1.2480836
5,0,0,0,1,3,1,0,5,1.1320114
5,0,0,0,3,2,1,0,5,1.072803
4,1,0,0,2,2,1,0,6,1.1103028
3,1,0,0,1,3,1,0,5,1.1331484
4,1,0,0,2,2,1,0,6,1.0857342
3,0,1,0,2,2,1,0,6,1.3397938
3,0,0,1,1,2,1,0,7,1.3376147
5,0,0,0,2,1,2,0,5,1.0238073
5,0,0,0,3,2,1,0,5,1.0700959
4,1,0,0,2,2,1,0,6,1.08401
5,0,0,0,3,2,1,0,5,1.0726004
6,0,0,0,4,1,1,0,6,1.0425245
4,1,0,0,4,1,1,0,6,1.0443236
4,0,1,0,3,1,1,0,7,1.1625184
4,1,0,0,2,2,1,0,6,1.1530473
4,1,0,0,4,1,1,0,6,1.140967
3,2,0,0,3,1,1,0,7,1.0854918
3,0,1,0,2,2,1,0,6,1.1633902
4,0,1,0,3,1,1,0,7,1.1352532
3,0,0,1,3,1,1,0,7,1.346738
3,0,0,1,2,1,1,0,8,1.3737248
3,1,0,0,1,1,1,1,5,1.1343064
3,1,0,0,2,1,2,0,5,1.1402129
2,2,0,0,1,1,2,0,6,1.1535333
3,1,0,0,1,3,1,0,5,1.1567152
4,1,0,0,2,2,1,0,6,1.1485826
2,2,0,0,2,2,1,0,6,1.3705665
2,1,1,0,1,2,1,0,7,1.3028923
4,1,0,0,2,2,1,0,6,1.1325461
4,1,0,0,4,1,1,0,6,1.1211187
3,2,0,0,3,1,1,0,7,1.0407058
2,2,0,0,2,2,1,0,6,1.1788486
3,2,0,0,3,1,1,0,7,1.1222605
2,1,1,0,3,1,1,0,7,1.1674765
2,1,0,1,2,1,1,0,8,1.2905897
3,0,1,0,1,1,2,0,6,1.2505081
3,0,1,0,2,2,1,0,6,1.4257442
2,1,1,0,1,2,1,0,7,1.2974668
3,0,1,0,2,2,1,0,6,1.1003615
4,0,1,0,3,1,1,0,7,1.0848954
2,1,1,0,3,1,1,0,7,1.1005673
2,0,2,0,2,1,1,0,8,1.0430136
3,0,0,1,1,2,1,0,7,1.458499
3,0,0,1,3,1,1,0,7,1.1313219
2,1,0,1,2,1,1,0,8,1.1104144
2,0,0,1,1,2,1,0,7,1.4736475
3,0,0,1,2,1,1,0,8,1.3715283
2,0,0,1,2,1,1,0,8,1.4459847
2,0,0,1,1,1,1,0,9,1.3986939
2,1,0,0,0,1,1,1,4,1.1289586
2,1,0,0,1,1,1,1,4,1.222051
1,2,0,0,0,1,1,1,5,1.2147901
3,1,0,0,1,1,1,1,5,1.1708341
1,2,0,0,1,1,1,1,5,1.346594
1,1,1,0,0,1,1,1,6,1.4153225
3,1,0,0,0,2,2,0,5,1.1042565
3,1,0,0,2,1,2,0,5,1.0878165
2,2,0,0,1,1,2,0,6,1.2033608
1,2,0,0,0,2,2,0,5,1.0434676
2,2,0,0,1,1,2,0,6,1.1056824
1,1,1,0,1,1,2,0,6,1.2057428
1,1,0,1,0,1,2,0,7,1.3145572
3,1,0,0,0,2,2,0,5,1.1098678
3,1,0,0,1,3,1,0,5,1.2740055
2,2,0,0,0,3,1,0,6,1.0864036
3,1,0,0,1,3,1,0,5,1.1527498
4,1,0,0,2,2,1,0,6,1.0986297
2,2,0,0,2,2,1,0,6,1.3471116
2,1,1,0,1,2,1,0,7,1.3618267
2,2,0,0,0,3,1,0,6,1.2042218
2,2,0,0,2,2,1,0,6,1.3040404
1,3,0,0,1,2,1,0,7,1.2101762
1,1,1,0,0,3,1,0,6,1.3546469
2,1,1,0,1,2,1,0,7,1.250246
1,1,0,1,1,2,1,0,7,1.3461831
1,1,0,1,0,2,1,0,8,1.3096672
3,1,0,0,1,1,1,1,5,1.1688247
3,1,0,0,2,1,2,0,5,1.1433877
2,2,0,0,1,1,2,0,6,1.1846304
3,1,0,0,1,3,1,0,5,1.1552311
4,1,0,0,2,2,1,0,6,1.1175383
2,2,0,0,2,2,1,0,6,1.2551396
2,1,1,0,1,2,1,0,7,1.3343945
4,1,0,0,2,2,1,0,6,1.1605066
4,1,0,0,4,1,1,0,6,1.0743169
3,2,0,0,3,1,1,0,7,1.0276849
2,2,0,0,2,2,1,0,6,1.1384624
3,2,0,0,3,1,1,0,7,1.128399
2,1,1,0,3,1,1,0,7,1.1198313
2,1,0,1,2,1,1,0,8,1.1282734
2,2,0,0,1,1,2,0,6,1.0663649
2,2,0,0,2,2,1,0,6,1.0626436
1,3,0,0,1,2,1,0,7,1.0217315
2,2,0,0,2,2,1,0,6,1.1567689
3,2,0,0,3,1,1,0,7,1.0873449
1,3,0,0,3,1,1,0,7,1.0216254
1,2,1,0,2,1,1,0,8,1.1371758
2,1,1,0,1,2,1,0,7,1.3808489
2,1,1,0,3,1,1,0,7,1.1515692
1,2,1,0,2,1,1,0,8,1.0629693
1,1,0,1,1,2,1,0,7,1.471446
2,1,0,1,2,1,1,0,8,1.2696979
1,1,0,1,2,1,1,0,8,1.4856935
1,1,0,1,1,1,1,0,9,1.4761232
2,0,1,0,0,1,1,1,5,1.3647642
2,0,1,0,1,1,1,1,5,1.3338312
1,1,1,0,0,1,1,1,6,1.3093337
2,0,1,0,0,2,2,0,5,1.0410379
3,0,1,0,1,1,2,0,6,1.2565928
1,1,1,0,1,1,2,0,6,1.1226338
1,0,2,0,0,1,2,0,7,1.1572008
3,0,1,0,0,3,1,0,6,1.2362474
3,0,1,0,2,2,1,0,6,1.2274798
2,1,1,0,1,2,1,0,7,1.1636895
1,1,1,0,0,3,1,0,6,1.3490384
2,1,1,0,1,2,1,0,7,1.1821213
1,0,2,0,1,2,1,0,7,1.2801208
1,0,1,1,0,2,1,0,8,1.2315532
3,0,1,0,1,1,2,0,6,1.2848785
3,0,1,0,2,2,1,0,6,1.2868222
2,1,1,0,1,2,1,0,7,1.3285702
3,0,1,0,2,2,1,0,6,1.1080769
4,0,1,0,3,1,1,0,7,1.1863467
2,1,1,0,3,1,1,0,7,1.0963173
2,0,2,0,2,1,1,0,8,1.2504822
2,1,1,0,1,2,1,0,7,1.1783122
2,1,1,0,3,1,1,0,7,1.235901
1,2,1,0,2,1,1,0,8,1.2261961
1,0,2,0,1,2,1,0,7,1.379935
2,0,2,0,2,1,1,0,8,1.2756878
1,0,1,1,2,1,1,0,8,1.4427133
1,0,1,1,1,1,1,0,9,1.4055291
2,0,0,1,0,1,1,1,6,1.3105094
2,0,0,1,1,1,2,0,6,1.1742563
1,1,0,1,0,1,2,0,7,1.1301496
2,0,0,1,0,3,1,0,6,1.399635
3,0,0,1,1,2,1,0,7,1.2878014
1,1,0,1,1,2,1,0,7,1.3840963
1,0,1,1,0,2,1,0,8,1.3079404
3,0,0,1,1,2,1,0,7,1.310045
3,0,0,1,3,1,1,0,7,1.1722968
2,1,0,1,2,1,1,0,8,1.1804224
1,1,0,1,1,2,1,0,7,1.4452784
2,1,0,1,2,1,1,0,8,1.3725257
1,0,1,1,2,1,1,0,8,1.4517685
1,0,0,2,1,1,1,0,9,1.3791922
2,0,0,1,0,1,2,0,7,1.2866099
2,0,0,1,1,2,1,0,7,1.5481437
1,1,0,1,0,2,1,0,8,1.4265869
2,0,0,1,1,2,1,0,7,1.3597679
3,0,0,1,2,1,1,0,8,1.2349305
1,1,0,1,2,1,1,0,8,1.4784812
