num_1_1,num_1_2,num_1_3,num_1_4m,num_0_1,num_0_2,num_0_3,num_0_4m,num_1_all,ZT
2,1,0,0,2,1,0,1,4,1.1559491
1,2,0,0,1,1,0,1,5,1.1468443
2,1,0,0,2,1,0,1,4,1.1612674
3,1,0,0,3,0,0,1,5,1.0818342
1,2,0,0,3,0,0,1,5,1.081782
1,1,1,0,2,0,0,1,6,1.0842036
0,2,0,0,1,0,1,1,4,1.04373
1,2,0,0,1,1,0,1,5,1.1607934
1,2,0,0,3,0,0,1,5,1.1739033
0,3,0,0,2,0,0,1,6,1.0278845
0,1,1,0,1,1,0,1,5,1.21271
1,1,1,0,2,0,0,1,6,1.1269137
0,1,0,1,2,0,0,1,6,1.2819582
0,1,0,1,1,0,0,1,7,1.3549731
0,0,1,0,0,0,0,2,3,1.2690206
1,0,1,0,0,0,0,2,4,1.1873869
1,0,1,0,1,0,1,1,4,1.2855906
0,1,1,0,0,0,1,1,5,1.2525083
1,0,1,0,0,2,0,1,4,1.3770982
2,0,1,0,1,1,0,1,5,1.1927524
0,1,1,0,1,1,0,1,5,1.3910189
0,0,2,0,0,1,0,1,6,1.2402653
1,0,1,0,1,0,1,1,4,1.1164237
2,0,1,0,1,1,0,1,5,1.1755931
2,0,1,0,3,0,0,1,5,1.1597266
1,1,1,0,2,0,0,1,6,1.0967799
0,1,1,0,1,1,0,1,5,1.1792357
1,1,1,0,2,0,0,1,6,1.156665
0,0,2,0,2,0,0,1,6,1.2187134
0,0,1,1,1,0,0,1,7,1.3237714
0,0,0,1,0,0,0,2,4,1.3862871
1,0,0,1,0,0,1,1,5,1.3591132
1,0,0,1,1,1,0,1,5,1.6164757
0,1,0,1,0,1,0,1,6,1.397005
1,0,0,1,1,1,0,1,5,1.352867
2,0,0,1,2,0,0,1,6,1.2685521
0,1,0,1,2,0,0,1,6,1.3459021
0,0,1,1,1,0,0,1,7,1.3366023
0,0,0,1,0,0,1,1,5,1.427964
1,0,0,1,0,1,0,1,6,1.5285538
1,0,0,1,2,0,0,1,6,1.4365908
0,1,0,1,1,0,0,1,7,1.4023162
0,0,0,1,0,1,0,1,6,1.4263269
1,0,0,1,1,0,0,1,7,1.382476
0,0,0,1,1,0,0,1,7,1.3813924
0,0,0,1,0,0,0,1,8,1.3171486
2,0,0,0,0,0,0,2,2,1.0116055
2,0,0,0,1,0,0,2,2,0.96040022
1,1,0,0,0,0,0,2,3,0.979375
2,0,0,0,0,1,0,2,2,1.0071979
3,0,0,0,1,0,0,2,3,1.0405461
1,1,0,0,1,0,0,2,3,1.0482928
1,0,1,0,0,0,0,2,4,1.3050157
2,0,0,0,0,0,1,2,2,1.0677698
3,0,0,0,0,1,0,2,3,1.1390868
3,0,0,0,2,0,0,2,3,1.1679661
2,1,0,0,1,0,0,2,4,1.0681744
1,1,0,0,0,1,0,2,3,1.1985736
2,1,0,0,1,0,0,2,4,1.1502409
1,0,1,0,1,0,0,2,4,1.287007
1,0,0,1,0,0,0,2,5,1.392138
2,0,0,0,0,0,1,2,2,1.1306276
3,0,0,0,0,0,2,1,3,1.1069623
3,0,0,0,1,1,1,1,3,1.083395
2,1,0,0,0,1,1,1,4,1.2010365
3,0,0,0,1,1,1,1,3,1.1423146
4,0,0,0,2,0,1,1,4,1.0582758
2,1,0,0,2,0,1,1,4,1.1694129
2,0,1,0,1,0,1,1,5,1.1941521
1,1,0,0,0,0,2,1,3,1.1412734
2,1,0,0,0,1,1,1,4,1.211231
2,1,0,0,2,0,1,1,4,1.2020196
1,2,0,0,1,0,1,1,5,1.1375223
1,0,1,0,0,1,1,1,4,1.2505172
2,0,1,0,1,0,1,1,5,1.1783311
1,0,0,1,1,0,1,1,5,1.3863205
1,0,0,1,0,0,1,1,6,1.4008291
2,0,0,0,0,1,0,2,2,1.0638369
3,0,0,0,0,1,0,2,3,1.1265675
3,0,0,0,1,1,1,1,3,1.1486002
2,1,0,0,0,1,1,1,4,1.0961796
3,0,0,0,0,3,0,1,3,1.1285707
4,0,0,0,1,2,0,1,4,1.0980965
2,1,0,0,1,2,0,1,4,1.1399637
2,0,1,0,0,2,0,1,5,1.290275
3,0,0,0,1,1,1,1,3,1.1768843
4,0,0,0,1,2,0,1,4,1.180457
4,0,0,0,3,1,0,1,4,1.1041226
3,1,0,0,2,1,0,1,5,1.1035353
2,1,0,0,1,2,0,1,4,1.1879632
3,1,0,0,2,1,0,1,5,1.1498967
2,0,1,0,2,1,0,1,5,1.2088022
2,0,0,1,1,1,0,1,6,1.3559904
1,1,0,0,0,1,0,2,3,1.1077422
2,1,0,0,0,1,1,1,4,1.1388069
2,1,0,0,1,2,0,1,4,1.0940998
1,2,0,0,0,2,0,1,5,1.1977918
2,1,0,0,1,2,0,1,4,1.1908551
3,1,0,0,2,1,0,1,5,1.1354369
1,2,0,0,2,1,0,1,5,1.1926483
1,1,1,0,1,1,0,1,6,1.18612
1,0,1,0,0,1,1,1,4,1.4392045
2,0,1,0,0,2,0,1,5,1.2494347
2,0,1,0,2,1,0,1,5,1.4026099
1,1,1,0,1,1,0,1,6,1.3425156
1,0,0,1,0,2,0,1,5,1.5920237
2,0,0,1,1,1,0,1,6,1.456576
1,0,0,1,1,1,0,1,6,1.4937967
1,0,0,1,0,1,0,1,7,1.4950011
2,0,0,0,1,0,0,2,2,1.02458
3,0,0,0,1,0,0,2,3,1.1241438
3,0,0,0,2,0,0,2,3,1.1204991
2,1,0,0,1,0,0,2,4,1.0863914
3,0,0,0,1,1,1,1,3,1.1431535
4,0,0,0,2,0,1,1,4,1.0416874
2,1,0,0,2,0,1,1,4,1.0686989
2,0,1,0,1,0,1,1,5,1.3072668
3,0,0,0,1,1,1,1,3,1.2054062
4,0,0,0,1,2,0,1,4,1.195103
4,0,0,0,3,1,0,1,4,1.063094
3,1,0,0,2,1,0,1,5,1.1092302
2,1,0,0,1,2,0,1,4,1.1755099
3,1,0,0,2,1,0,1,5,1.0980133
2,0,1,0,2,1,0,1,5,1.3438141
2,0,0,1,1,1,0,1,6,1.3305357
3,0,0,0,2,0,0,2,3,1.0241164
4,0,0,0,2,0,1,1,4,1.05279
4,0,0,0,3,1,0,1,4,1.0910884
3,1,0,0,2,1,0,1,5,1.1165525
4,0,0,0,3,1,0,1,4,1.0542581
5,0,0,0,4,0,0,1,5,0.98434246
3,1,0,0,4,0,0,1,5,1.0313232
3,0,1,0,3,0,0,1,6,1.0356287
2,1,0,0,2,0,1,1,4,1.136891
3,1,0,0,2,1,0,1,5,1.2153445
3,1,0,0,4,0,0,1,5,1.1445771
2,2,0,0,3,0,0,1,6,1.0523835
2,0,1,0,2,1,0,1,5,1.1577933
3,0,1,0,3,0,0,1,6,1.125116
2,0,0,1,3,0,0,1,6,1.3912345
2,0,0,1,2,0,0,1,7,1.3601887
1,1,0,0,1,0,0,2,3,1.0913265
2,1,0,0,1,0,0,2,4,1.0963511
2,1,0,0,2,0,1,1,4,1.1685483
1,2,0,0,1,0,1,1,5,1.1495194
2,1,0,0,1,2,0,1,4,1.1872232
3,1,0,0,2,1,0,1,5,1.1228645
1,2,0,0,2,1,0,1,5,1.3111503
1,1,1,0,1,1,0,1,6,1.3277321
2,1,0,0,2,0,1,1,4,1.0810566
3,1,0,0,2,1,0,1,5,1.1584816
3,1,0,0,4,0,0,1,5,1.1353371
2,2,0,0,3,0,0,1,6,1.0633696
1,2,0,0,2,1,0,1,5,1.2120801
2,2,0,0,3,0,0,1,6,1.1623542
1,1,1,0,3,0,0,1,6,1.1488382
1,1,0,1,2,0,0,1,7,1.2985046
1,0,1,0,1,0,0,2,4,1.1635261
2,0,1,0,1,0,1,1,5,1.2118616
2,0,1,0,2,1,0,1,5,1.4324769
1,1,1,0,1,1,0,1,6,1.3182544
2,0,1,0,2,1,0,1,5,1.1564682
3,0,1,0,3,0,0,1,6,1.1165253
1,1,1,0,3,0,0,1,6,1.1006722
1,0,2,0,2,0,0,1,7,1.0713991
1,0,0,1,1,0,1,1,5,1.3872876
2,0,0,1,1,1,0,1,6,1.4517835
2,0,0,1,3,0,0,1,6,1.1182543
1,1,0,1,2,0,0,1,7,1.1016612
1,0,0,1,1,1,0,1,6,1.4360309
2,0,0,1,2,0,0,1,7,1.2665055
1,0,0,1,2,0,0,1,7,1.44493
1,0,0,1,1,0,0,1,8,1.3868725
1,1,0,0,0,0,0,2,3,1.0503912
1,1,0,0,1,0,0,2,3,1.0924168
0,2,0,0,0,0,0,2,4,1.0009857
1,1,0,0,0,1,0,2,3,1.1495371
2,1,0,0,1,0,0,2,4,1.1811125
0,2,0,0,1,0,0,2,4,1.1240735
0,1,1,0,0,0,0,2,5,1.3240187
1,1,0,0,0,0,2,1,3,1.204627
2,1,0,0,0,1,1,1,4,1.1704512
2,1,0,0,2,0,1,1,4,1.1252362
1,2,0,0,1,0,1,1,5,1.1253455
0,2,0,0,0,1,1,1,4,1.1183823
1,2,0,0,1,0,1,1,5,1.1257062
0,1,1,0,1,0,1,1,5,1.3042138
0,1,0,1,0,0,1,1,6,1.3588822
1,1,0,0,0,1,0,2,3,1.1522681
2,1,0,0,0,1,1,1,4,1.1390506
2,1,0,0,1,2,0,1,4,1.1071222
1,2,0,0,0,2,0,1,5,1.1177702
2,1,0,0,1,2,0,1,4,1.1967447
3,1,0,0,2,1,0,1,5,1.1108272
1,2,0,0,2,1,0,1,5,1.2535969
1,1,1,0,1,1,0,1,6,1.4120626
0,2,0,0,0,1,1,1,4,1.2270002
1,2,0,0,0,2,0,1,5,1.1382021
1,2,0,0,2,1,0,1,5,1.2655892
0,3,0,0,1,1,0,1,6,1.1861345
0,1,1,0,0,2,0,1,5,1.4016594
1,1,1,0,1,1,0,1,6,1.3283552
0,1,0,1,1,1,0,1,6,1.4182377
0,1,0,1,0,1,0,1,7,1.377437
1,1,0,0,1,0,0,2,3,1.1080655
2,1,0,0,1,0,0,2,4,1.1224784
2,1,0,0,2,0,1,1,4,1.1762259
1,2,0,0,1,0,1,1,5,1.128144
2,1,0,0,1,2,0,1,4,1.1529894
3,1,0,0,2,1,0,1,5,1.1210545
1,2,0,0,2,1,0,1,5,1.3628494
1,1,1,0,1,1,0,1,6,1.403852
2,1,0,0,2,0,1,1,4,1.1369227
3,1,0,0,2,1,0,1,5,1.2121055
3,1,0,0,4,0,0,1,5,1.0599244
2,2,0,0,3,0,0,1,6,1.0452862
1,2,0,0,2,1,0,1,5,1.1637206
2,2,0,0,3,0,0,1,6,1.1235876
1,1,1,0,3,0,0,1,6,1.11857
1,1,0,1,2,0,0,1,7,1.2936547
0,2,0,0,1,0,0,2,4,0.99918449
1,2,0,0,1,0,1,1,5,1.0676804
1,2,0,0,2,1,0,1,5,1.2384322
0,3,0,0,1,1,0,1,6,1.2389404
1,2,0,0,2,1,0,1,5,1.1854196
2,2,0,0,3,0,0,1,6,1.1215465
0,3,0,0,3,0,0,1,6,1.0199094
0,2,1,0,2,0,0,1,7,1.0531373
0,1,1,0,1,0,1,1,5,1.0625166
1,1,1,0,1,1,0,1,6,1.2938856
1,1,1,0,3,0,0,1,6,1.0778313
0,2,1,0,2,0,0,1,7,1.0200866
0,1,0,1,1,1,0,1,6,1.3253316
1,1,0,1,2,0,0,1,7,1.1326818
0,1,0,1,2,0,0,1,7,1.4612694
0,1,0,1,1,0,0,1,8,1.4025675
0,0,1,0,0,0,0,2,3,1.1998731
1,0,1,0,0,0,0,2,4,1.3367196
1,0,1,0,1,0,0,2,4,1.2424667
0,1,1,0,0,0,0,2,5,1.2279592
1,0,1,0,0,1,1,1,4,1.2831503
2,0,1,0,1,0,1,1,5,1.343462
0,1,1,0,1,0,1,1,5,1.3145579
0,0,2,0,0,0,1,1,6,1.2581227
1,0,1,0,0,1,1,1,4,1.4559674
2,0,1,0,0,2,0,1,5,1.2088047
2,0,1,0,2,1,0,1,5,1.2948917
1,1,1,0,1,1,0,1,6,1.2259732
0,1,1,0,0,2,0,1,5,1.395643
1,1,1,0,1,1,0,1,6,1.2123058
0,0,2,0,1,1,0,1,6,1.2579616
0,0,1,1,0,1,0,1,7,1.2397482
1,0,1,0,1,0,0,2,4,1.1290874
2,0,1,0,1,0,1,1,5,1.1982477
2,0,1,0,2,1,0,1,5,1.2266641
1,1,1,0,1,1,0,1,6,1.339789
2,0,1,0,2,1,0,1,5,1.1495806
3,0,1,0,3,0,0,1,6,1.1079676
1,1,1,0,3,0,0,1,6,1.0807471
1,0,2,0,2,0,0,1,7,1.0093526
0,1,1,0,1,0,1,1,5,1.0766934
1,1,1,0,1,1,0,1,6,1.1003549
1,1,1,0,3,0,0,1,6,1.1708474
0,2,1,0,2,0,0,1,7,1.0750279
0,0,2,0,1,1,0,1,6,1.139541
1,0,2,0,2,0,0,1,7,1.075668
0,0,1,1,2,0,0,1,7,1.3345673
0,0,1,1,1,0,0,1,8,1.3374665
0,0,0,1,0,0,0,2,4,1.4224863
1,0,0,1,0,0,0,2,5,1.3294455
1,0,0,1,1,0,1,1,5,1.4054004
0,1,0,1,0,0,1,1,6,1.3171039
1,0,0,1,0,2,0,1,5,1.5219184
2,0,0,1,1,1,0,1,6,1.3302456
0,1,0,1,1,1,0,1,6,1.4261115
0,0,1,1,0,1,0,1,7,1.2952213
1,0,0,1,1,0,1,1,5,1.3667167
2,0,0,1,1,1,0,1,6,1.3153424
2,0,0,1,3,0,0,1,6,1.3179659
1,1,0,1,2,0,0,1,7,1.2464447
0,1,0,1,1,1,0,1,6,1.3815327
1,1,0,1,2,0,0,1,7,1.2600696
0,0,1,1,2,0,0,1,7,1.4132208
0,0,0,2,1,0,0,1,8,1.2996111
0,0,0,1,0,0,0,2,5,1.4258492
1,0,0,1,0,0,1,1,6,1.4135762
1,0,0,1,1,1,0,1,6,1.5640842
0,1,0,1,0,1,0,1,7,1.4168546
1,0,0,1,1,1,0,1,6,1.4566693
2,0,0,1,2,0,0,1,7,1.3378525
0,1,0,1,2,0,0,1,7,1.4643041
0,0,1,1,1,0,0,1,8,1.3928995
0,0,0,1,0,0,1,1,6,1.4045346
1,0,0,1,0,1,0,1,7,1.4836509
1,0,0,1,2,0,0,1,7,1.4192733
0,1,0,1,1,0,0,1,8,1.3884248
0,0,0,1,0,1,0,1,7,1.3816029
1,0,0,1,1,0,0,1,8,1.3482168
0,0,0,1,1,0,0,1,8,1.3732514
0,0,0,1,0,0,0,1,9,1.3211511
2,0,0,0,0,0,0,2,2,1.013521
2,0,0,0,1,0,0,2,2,1.0259345
1,1,0,0,0,0,0,2,3,1.0244149
2,0,0,0,0,1,0,2,2,0.95864844
3,0,0,0,1,0,0,2,3,1.0090708
1,1,0,0,1,0,0,2,3,0.96723038
1,0,1,0,0,0,0,2,4,1.2704195
2,0,0,0,0,0,1,2,2,1.0060984
3,0,0,0,0,1,0,2,3,1.05344
3,0,0,0,2,0,0,2,3,0.98158365
2,1,0,0,1,0,0,2,4,1.0167484
1,1,0,0,0,1,0,2,3,1.1213447
2,1,0,0,1,0,0,2,4,1.0680777
1,0,1,0,1,0,0,2,4,1.3562909
1,0,0,1,0,0,0,2,5,1.4197265
2,0,0,0,0,0,0,3,2,1.0776572
3,0,0,0,0,0,1,2,3,1.0536748
3,0,0,0,1,1,0,2,3,1.048041
2,1,0,0,0,1,0,2,4,1.0876857
3,0,0,0,1,1,0,2,3,1.1025795
4,0,0,0,2,0,0,2,4,1.0730953
2,1,0,0,2,0,0,2,4,1.1108552
2,0,1,0,1,0,0,2,5,1.0762159
1,1,0,0,0,0,1,2,3,1.1398939
2,1,0,0,0,1,0,2,4,1.1424816
2,1,0,0,2,0,0,2,4,1.1435696
1,2,0,0,1,0,0,2,5,1.0957706
1,0,1,0,0,1,0,2,4,1.2400306
2,0,1,0,1,0,0,2,5,1.198146
1,0,0,1,1,0,0,2,5,1.4234877
1,0,0,1,0,0,0,2,6,1.3837144
2,0,0,0,0,0,1,2,2,1.0616794
3,0,0,0,0,0,1,2,3,1.1337653
3,0,0,0,1,0,2,1,3,1.1278412
2,1,0,0,0,0,2,1,4,1.1092736
3,0,0,0,0,2,1,1,3,1.0696149
4,0,0,0,1,1,1,1,4,1.1643957
2,1,0,0,1,1,1,1,4,1.2451906
2,0,1,0,0,1,1,1,5,1.3620629
3,0,0,0,1,0,2,1,3,1.1455933
4,0,0,0,1,1,1,1,4,1.1731956
4,0,0,0,3,0,1,1,4,1.0659118
3,1,0,0,2,0,1,1,5,1.0694155
2,1,0,0,1,1,1,1,4,1.1367168
3,1,0,0,2,0,1,1,5,1.1540716
2,0,1,0,2,0,1,1,5,1.2825272
2,0,0,1,1,0,1,1,6,1.4039121
1,1,0,0,0,0,1,2,3,1.1744554
2,1,0,0,0,0,2,1,4,1.0968072
2,1,0,0,1,1,1,1,4,1.1397494
1,2,0,0,0,1,1,1,5,1.2634364
2,1,0,0,1,1,1,1,4,1.1476473
3,1,0,0,2,0,1,1,5,1.1153527
1,2,0,0,2,0,1,1,5,1.0838033
1,1,1,0,1,0,1,1,6,1.2840604
1,0,1,0,0,0,2,1,4,1.3129742
2,0,1,0,0,1,1,1,5,1.3412414
2,0,1,0,2,0,1,1,5,1.2175673
1,1,1,0,1,0,1,1,6,1.2367442
1,0,0,1,0,1,1,1,5,1.4467559
2,0,0,1,1,0,1,1,6,1.3394624
1,0,0,1,1,0,1,1,6,1.4719564
1,0,0,1,0,0,1,1,7,1.4120491
3,0,0,0,0,1,0,2,3,1.1017641
3,0,0,0,1,1,0,2,3,1.1160994
