1,T=300k,parameter1,parameter2,parameter3,parameter4,parameter5,parameter6,parameter7,parameter8,parameter9,parameter10,parameter11,parameter12,parameter13,parameter14,parameter15
15228,1.11448729,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1
15229,0.999998629,1,0,1,1,1,0,0,1,0,1,0,1,0,1,1
15230,1.084198,1,0,1,1,1,0,0,1,0,1,0,1,1,1,1
15231,1.12707806,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1
15232,1.015885,1,0,1,1,1,0,0,1,0,1,1,0,1,1,1
15233,0.994671583,1,0,1,1,1,0,0,1,0,1,1,1,0,1,1
15234,0.993419826,1,0,1,1,1,0,0,1,0,1,1,1,1,0,1
15235,1.04642272,1,0,1,1,1,0,0,1,0,1,1,1,1,1,1
15236,1.28660107,1,0,1,1,1,0,0,1,1,0,0,0,0,1,1
15237,1.11746728,1,0,1,1,1,0,0,1,1,0,0,0,1,1,1
15238,1.13455832,1,0,1,1,1,0,0,1,1,0,0,1,0,1,1
15239,1.13769746,1,0,1,1,1,0,0,1,1,0,0,1,1,1,1
15240,1.09937692,1,0,1,1,1,0,0,1,1,0,1,0,0,1,1
15241,1.07120287,1,0,1,1,1,0,0,1,1,0,1,0,1,1,1
15242,1.01683021,1,0,1,1,1,0,0,1,1,0,1,1,0,1,1
15243,1.0327239,1,0,1,1,1,0,0,1,1,0,1,1,1,0,1
15244,1.16224325,1,0,1,1,1,0,0,1,1,0,1,1,1,1,1
15245,1.08912659,1,0,1,1,1,0,0,1,1,1,0,0,0,1,1
15246,0.993012369,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1
15247,1.1838243,1,0,1,1,1,0,0,1,1,1,0,1,0,1,1
15248,1.15345073,1,0,1,1,1,0,0,1,1,1,0,1,1,1,1
15249,1.09788907,1,0,1,1,1,0,0,1,1,1,1,0,0,1,1
15250,1.22514415,1,0,1,1,1,0,0,1,1,1,1,0,1,1,1
15251,1.1618675,1,0,1,1,1,0,0,1,1,1,1,1,0,1,1
15252,1.04346859,1,0,1,1,1,0,0,1,1,1,1,1,1,0,1
15253,1.08085251,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1
15254,1.14612436,1,0,1,1,1,0,1,0,0,0,0,0,0,1,1
15255,1.31719482,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1
15256,1.12530148,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1
15257,1.28631508,1,0,1,1,1,0,1,0,0,0,0,1,1,1,1
15258,1.36767125,1,0,1,1,1,0,1,0,0,0,1,0,0,1,1
15259,1.04861498,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1
15260,1.1113863,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1
15261,1.30866659,1,0,1,1,1,0,1,0,0,0,1,1,1,1,1
15262,1.16572642,1,0,1,1,1,0,1,0,0,1,0,0,0,1,1
15263,1.21096468,1,0,1,1,1,0,1,0,0,1,0,0,1,1,1
15264,0.992725074,1,0,1,1,1,0,1,0,0,1,0,1,0,1,1
15265,1.0281347,1,0,1,1,1,0,1,0,0,1,0,1,1,1,1
15266,1.25322771,1,0,1,1,1,0,1,0,0,1,1,0,0,1,1
15267,1.06646025,1,0,1,1,1,0,1,0,0,1,1,0,1,1,1
15268,1.0643115,1,0,1,1,1,0,1,0,0,1,1,1,0,1,1
15269,1.04902005,1,0,1,1,1,0,1,0,0,1,1,1,1,0,1
15270,1.1225611,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1
15271,1.07414162,1,0,1,1,1,0,1,0,1,0,0,0,0,1,1
15272,1.23378563,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1
15273,0.764481604,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1
15274,1.08781481,1,0,1,1,1,0,1,0,1,0,0,1,1,1,1
15275,0.991952598,1,0,1,1,1,0,1,0,1,0,1,0,0,1,1
15276,0.848591983,1,0,1,1,1,0,1,0,1,0,1,0,1,1,1
15277,0.966978729,1,0,1,1,1,0,1,0,1,0,1,1,0,1,1
15278,0.85684222,1,0,1,1,1,0,1,0,1,0,1,1,1,0,1
15279,1.03126156,1,0,1,1,1,0,1,0,1,0,1,1,1,1,1
15280,1.04997993,1,0,1,1,1,0,1,0,1,1,0,0,0,1,1
15281,1.13542211,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1
15282,1.0151099,1,0,1,1,1,0,1,0,1,1,0,1,0,1,1
15283,1.15914345,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1
15284,1.24823117,1,0,1,1,1,0,1,0,1,1,1,0,0,1,1
15285,1.04132891,1,0,1,1,1,0,1,0,1,1,1,0,1,1,1
15286,1.13307512,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1
15287,1.07541072,1,0,1,1,1,0,1,0,1,1,1,1,1,0,1
15288,1.08533478,1,0,1,1,1,0,1,0,1,1,1,1,1,1,1
15289,1.23492277,1,0,1,1,1,0,1,1,0,0,0,0,0,1,1
15290,1.24231553,1,0,1,1,1,0,1,1,0,0,0,0,1,1,1
15291,1.13538074,1,0,1,1,1,0,1,1,0,0,0,1,0,1,1
15292,1.26850188,1,0,1,1,1,0,1,1,0,0,0,1,1,1,1
15293,1.18580198,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1
15294,1.06837523,1,0,1,1,1,0,1,1,0,0,1,0,1,1,1
15295,1.0047313,1,0,1,1,1,0,1,1,0,0,1,1,0,1,1
15296,1.12519133,1,0,1,1,1,0,1,1,0,0,1,1,1,1,1
15297,1.07513869,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1
15298,0.982837439,1,0,1,1,1,0,1,1,0,1,0,0,1,1,1
15299,1.00702608,1,0,1,1,1,0,1,1,0,1,0,1,0,1,1
15300,1.17450404,1,0,1,1,1,0,1,1,0,1,0,1,1,1,1
15301,1.13227785,1,0,1,1,1,0,1,1,0,1,1,0,0,1,1
15302,1.08972454,1,0,1,1,1,0,1,1,0,1,1,0,1,1,1
15303,1.08192015,1,0,1,1,1,0,1,1,0,1,1,1,0,1,1
15304,1.13611889,1,0,1,1,1,0,1,1,0,1,1,1,1,0,1
15305,1.09810078,1,0,1,1,1,0,1,1,0,1,1,1,1,1,1
15306,1.05014408,1,0,1,1,1,0,1,1,1,0,0,0,0,1,1
15307,1.17093229,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1
15308,1.04405367,1,0,1,1,1,0,1,1,1,0,0,1,0,1,1
15309,1.12403238,1,0,1,1,1,0,1,1,1,0,0,1,1,1,1
15310,1.09904063,1,0,1,1,1,0,1,1,1,0,1,0,0,1,1
15311,0.994997323,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1
15312,1.08897269,1,0,1,1,1,0,1,1,1,0,1,1,0,1,1
15313,0.839521885,1,0,1,1,1,0,1,1,1,0,1,1,1,0,1
15314,1.06315613,1,0,1,1,1,0,1,1,1,0,1,1,1,1,1
15315,1.28437698,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1
15316,1.18047857,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1
15317,1.06551027,1,0,1,1,1,0,1,1,1,1,0,1,0,1,1
15318,1.13145864,1,0,1,1,1,0,1,1,1,1,0,1,1,1,1
15319,1.22719717,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1
15320,1.10440218,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1
15321,1.11927879,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1
15322,1.02559388,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1
15323,1.0323863,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1
15324,1.20806885,1,0,1,1,1,1,0,0,0,0,0,0,0,1,1
15325,1.28025794,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1
15326,1.18299007,1,0,1,1,1,1,0,0,0,0,0,1,0,1,1
15327,1.23337531,1,0,1,1,1,1,0,0,0,0,0,1,1,1,1
15328,1.21759248,1,0,1,1,1,1,0,0,0,0,1,0,0,1,1
15329,1.07007122,1,0,1,1,1,1,0,0,0,0,1,0,1,1,1
15330,1.14287937,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1
15331,1.10360944,1,0,1,1,1,1,0,0,0,0,1,1,1,1,1
15332,1.27189124,1,0,1,1,1,1,0,0,0,1,0,0,0,1,1
15333,1.23325503,1,0,1,1,1,1,0,0,0,1,0,0,1,1,1
15334,1.21176422,1,0,1,1,1,1,0,0,0,1,0,1,0,1,1
15335,1.25666869,1,0,1,1,1,1,0,0,0,1,0,1,1,1,1
15336,1.17497969,1,0,1,1,1,1,0,0,0,1,1,0,0,1,1
15337,1.30019021,1,0,1,1,1,1,0,0,0,1,1,0,1,1,1
15338,1.20012081,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1
15339,1.03325379,1,0,1,1,1,1,0,0,0,1,1,1,1,0,1
15340,1.17041671,1,0,1,1,1,1,0,0,0,1,1,1,1,1,1
15341,1.34639454,1,0,1,1,1,1,0,0,1,0,0,0,0,1,1
15342,1.23857176,1,0,1,1,1,1,0,0,1,0,0,0,1,1,1
15343,1.04514468,1,0,1,1,1,1,0,0,1,0,0,1,0,1,1
15344,1.05134177,1,0,1,1,1,1,0,0,1,0,0,1,1,1,1
15345,1.03277624,1,0,1,1,1,1,0,0,1,0,1,0,0,1,1
15346,1.13059795,1,0,1,1,1,1,0,0,1,0,1,0,1,1,1
15347,1.01031613,1,0,1,1,1,1,0,0,1,0,1,1,0,1,1
15348,1.13359749,1,0,1,1,1,1,0,0,1,0,1,1,1,1,1
15349,1.08114672,1,0,1,1,1,1,0,0,1,1,0,0,0,1,1
15350,1.17841613,1,0,1,1,1,1,0,0,1,1,0,0,1,1,1
15351,1.07067657,1,0,1,1,1,1,0,0,1,1,0,1,0,1,1
15352,1.1576637,1,0,1,1,1,1,0,0,1,1,0,1,1,1,1
15353,1.14288723,1,0,1,1,1,1,0,0,1,1,1,0,0,1,1
15354,1.17880833,1,0,1,1,1,1,0,0,1,1,1,0,1,1,1
15355,1.13884389,1,0,1,1,1,1,0,0,1,1,1,1,0,1,1
15356,1.12972367,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1
15357,1.04837203,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
15358,1.19395304,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1
15359,1.05440235,1,0,1,1,1,1,0,1,0,0,0,0,1,1,1
15360,1.07271457,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1
15361,1.2862823,1,0,1,1,1,1,0,1,0,0,0,1,1,1,1
15362,1.07350373,1,0,1,1,1,1,0,1,0,0,1,0,0,1,1
15363,0.990317285,1,0,1,1,1,1,0,1,0,0,1,0,1,1,1
15364,0.997465074,1,0,1,1,1,1,0,1,0,0,1,1,0,1,1
15365,1.13794601,1,0,1,1,1,1,0,1,0,0,1,1,1,1,1
15366,1.20604658,1,0,1,1,1,1,0,1,0,1,0,0,0,1,1
15367,1.1228987,1,0,1,1,1,1,0,1,0,1,0,0,1,1,1
15368,0.886915684,1,0,1,1,1,1,0,1,0,1,0,1,0,1,1
15369,0.980584741,1,0,1,1,1,1,0,1,0,1,0,1,1,1,1
15370,1.14657223,1,0,1,1,1,1,0,1,0,1,1,0,0,1,1
15371,1.1083554,1,0,1,1,1,1,0,1,0,1,1,0,1,1,1
15372,1.08861828,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1
15373,0.978749454,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1
15374,1.00169778,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1
15375,1.146945,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1
15376,1.2706877,1,0,1,1,1,1,0,1,1,0,0,0,1,1,1
15377,1.03988588,1,0,1,1,1,1,0,1,1,0,0,1,0,1,1
15378,1.16860223,1,0,1,1,1,1,0,1,1,0,0,1,1,1,1
15379,1.03044415,1,0,1,1,1,1,0,1,1,0,1,0,0,1,1
15380,1.13911951,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1
15381,1.06212604,1,0,1,1,1,1,0,1,1,0,1,1,0,1,1
15382,1.0969466,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1
15383,1.22604358,1,0,1,1,1,1,0,1,1,1,0,0,0,1,1
15384,1.14582527,1,0,1,1,1,1,0,1,1,1,0,0,1,1,1
15385,1.06890643,1,0,1,1,1,1,0,1,1,1,0,1,0,1,1
15386,1.11842573,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1
15387,1.11737382,1,0,1,1,1,1,0,1,1,1,1,0,0,1,1
15388,1.0812161,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1
15389,1.03951597,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1
15390,1.01534057,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1
15391,0.999158382,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1
15392,1.36337376,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1
15393,1.34412491,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1
15394,1.18446815,1,0,1,1,1,1,1,0,0,0,0,1,0,1,1
15395,1.0962652,1,0,1,1,1,1,1,0,0,0,0,1,1,1,1
15396,1.22269344,1,0,1,1,1,1,1,0,0,0,1,0,0,1,1
15397,1.29264498,1,0,1,1,1,1,1,0,0,0,1,0,1,1,1
15398,1.29546463,1,0,1,1,1,1,1,0,0,0,1,1,0,1,1
15399,1.05917132,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1
15400,1.24420547,1,0,1,1,1,1,1,0,0,1,0,0,0,1,1
15401,1.03470111,1,0,1,1,1,1,1,0,0,1,0,0,1,1,1
15402,1.09541237,1,0,1,1,1,1,1,0,0,1,0,1,0,1,1
15403,1.18133914,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1
15404,1.14565539,1,0,1,1,1,1,1,0,0,1,1,0,0,1,1
15405,1.13612509,1,0,1,1,1,1,1,0,0,1,1,0,1,1,1
15406,1.19141805,1,0,1,1,1,1,1,0,0,1,1,1,0,1,1
15407,1.13244605,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1
15408,1.15299058,1,0,1,1,1,1,1,0,1,0,0,0,0,1,1
15409,1.31776571,1,0,1,1,1,1,1,0,1,0,0,0,1,1,1
15410,1.01995599,1,0,1,1,1,1,1,0,1,0,0,1,0,1,1
15411,1.06978631,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
15412,1.15208697,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1
15413,1.03385019,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1
15414,1.15540814,1,0,1,1,1,1,1,0,1,0,1,1,0,1,1
15415,1.03099871,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1
15416,1.26423144,1,0,1,1,1,1,1,0,1,1,0,0,0,1,1
15417,1.20120227,1,0,1,1,1,1,1,0,1,1,0,0,1,1,1
15418,1.18010759,1,0,1,1,1,1,1,0,1,1,0,1,0,1,1
15419,1.0726192,1,0,1,1,1,1,1,0,1,1,0,1,1,1,1
15420,1.22296917,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1
15421,1.08569372,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1
15422,1.05857503,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1
15423,0.982849002,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1
15424,1.02526772,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1
15425,1.34019113,1,0,1,1,1,1,1,1,0,0,0,0,0,1,1
15426,1.1548655,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1
15427,1.30273795,1,0,1,1,1,1,1,1,0,0,0,1,0,1,1
15428,1.1429348,1,0,1,1,1,1,1,1,0,0,0,1,1,1,1
15429,1.05962992,1,0,1,1,1,1,1,1,0,0,1,0,0,1,1
15430,1.15450549,1,0,1,1,1,1,1,1,0,0,1,0,1,1,1
15431,1.1080451,1,0,1,1,1,1,1,1,0,0,1,1,0,1,1
15432,1.06874549,1,0,1,1,1,1,1,1,0,0,1,1,1,1,1
15433,1.26921415,1,0,1,1,1,1,1,1,0,1,0,0,0,1,1
15434,1.14086044,1,0,1,1,1,1,1,1,0,1,0,0,1,1,1
15435,1.03305149,1,0,1,1,1,1,1,1,0,1,0,1,0,1,1
15436,1.04929435,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1
15437,1.14849043,1,0,1,1,1,1,1,1,0,1,1,0,0,1,1
15438,1.04262209,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1
15439,1.04616642,1,0,1,1,1,1,1,1,0,1,1,1,0,1,1
15440,1.00649393,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
15441,1.12303913,1,0,1,1,1,1,1,1,1,0,0,0,0,1,1
15442,1.22675216,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1
15443,1.11273253,1,0,1,1,1,1,1,1,1,0,0,1,0,1,1
15444,1.0769335,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1
15445,1.11806297,1,0,1,1,1,1,1,1,1,0,1,0,0,1,1
15446,1.04912472,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1
15447,1.1434772,1,0,1,1,1,1,1,1,1,0,1,1,0,1,1
15448,1.01234996,1,0,1,1,1,1,1,1,1,0,1,1,1,1,1
15449,1.1934104,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1
15450,1.06892467,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1
15451,1.03069699,1,0,1,1,1,1,1,1,1,1,0,1,0,1,1
15452,0.976202488,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1
15453,1.12835634,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1
15454,1.00669551,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1
15455,0.958339572,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1
15456,0.890375733,1,0,1,1,1,1,1,1,1,1,1,1,1,0,1
15457,0.911923945,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
15458,0.97080344,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1
15459,1.12585151,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1
15460,0.971351027,1,1,0,0,0,0,0,0,0,0,0,1,0,1,1
15461,1.23060369,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1
15462,1.08386266,1,1,0,0,0,0,0,0,0,0,1,0,0,1,1
15463,1.162884,1,1,0,0,0,0,0,0,0,0,1,0,1,1,1
15464,1.08704031,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1
15465,1.25293136,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1
15466,1.20219624,1,1,0,0,0,0,0,0,0,1,0,0,0,1,1
15467,1.39969718,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1
15468,0.973165751,1,1,0,0,0,0,0,0,0,1,0,1,0,1,1
15469,1.1177901,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1
15470,1.20433736,1,1,0,0,0,0,0,0,0,1,1,0,0,1,1
15471,1.40430295,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1
15472,1.22616971,1,1,0,0,0,0,0,0,0,1,1,1,0,1,1
15473,1.22685814,1,1,0,0,0,0,0,0,0,1,1,1,1,1,1
15474,1.03419268,1,1,0,0,0,0,0,0,1,0,0,0,0,1,1
15475,1.27538311,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1
15476,1.04347956,1,1,0,0,0,0,0,0,1,0,0,1,0,1,1
15477,1.43978333,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1
15478,1.08779752,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1
15479,1.24158192,1,1,0,0,0,0,0,0,1,0,1,0,1,1,1
15480,1.05718338,1,1,0,0,0,0,0,0,1,0,1,1,0,1,1
15481,1.31927562,1,1,0,0,0,0,0,0,1,0,1,1,1,1,1
15482,1.26854897,1,1,0,0,0,0,0,0,1,1,0,0,0,1,1
15483,1.32819235,1,1,0,0,0,0,0,0,1,1,0,0,1,1,1
15484,1.21673071,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1
15485,1.38392246,1,1,0,0,0,0,0,0,1,1,0,1,1,1,1
15486,1.309026,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1
15487,1.33417511,1,1,0,0,0,0,0,0,1,1,1,0,1,1,1
15488,1.23462605,1,1,0,0,0,0,0,0,1,1,1,1,0,1,1
15489,1.33790612,1,1,0,0,0,0,0,0,1,1,1,1,1,1,1
15490,1.09067857,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1
15491,1.14484119,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1
15492,1.18926847,1,1,0,0,0,0,0,1,0,0,0,1,0,1,1
15493,0.982306004,1,1,0,0,0,0,0,1,0,0,0,1,1,1,1
15494,1.19984317,1,1,0,0,0,0,0,1,0,0,1,0,0,1,1
15495,1.37466073,1,1,0,0,0,0,0,1,0,0,1,0,1,1,1
15496,1.38679016,1,1,0,0,0,0,0,1,0,0,1,1,0,1,1
15497,1.34406936,1,1,0,0,0,0,0,1,0,0,1,1,1,1,1
15498,1.19875681,1,1,0,0,0,0,0,1,0,1,0,0,0,1,1
15499,1.11873543,1,1,0,0,0,0,0,1,0,1,0,0,1,1,1
15500,1.01489663,1,1,0,0,0,0,0,1,0,1,0,1,0,1,1
15501,1.27697182,1,1,0,0,0,0,0,1,0,1,0,1,1,1,1
15502,1.12294352,1,1,0,0,0,0,0,1,0,1,1,0,0,1,1
15503,1.36002302,1,1,0,0,0,0,0,1,0,1,1,0,1,1,1
15504,1.11455786,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1
15505,1.33556688,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1
15506,1.17434764,1,1,0,0,0,0,0,1,1,0,0,0,0,1,1
15507,1.1767298,1,1,0,0,0,0,0,1,1,0,0,0,1,1,1
15508,1.26140833,1,1,0,0,0,0,0,1,1,0,0,1,0,1,1
15509,1.19320512,1,1,0,0,0,0,0,1,1,0,0,1,1,1,1
15510,1.29957879,1,1,0,0,0,0,0,1,1,0,1,0,0,1,1
15511,1.2945354,1,1,0,0,0,0,0,1,1,0,1,0,1,1,1
15512,1.24174571,1,1,0,0,0,0,0,1,1,0,1,1,0,1,1
15513,1.0736233,1,1,0,0,0,0,0,1,1,0,1,1,1,1,1
15514,1.2005024,1,1,0,0,0,0,0,1,1,1,0,0,0,1,1
15515,1.17469096,1,1,0,0,0,0,0,1,1,1,0,0,1,1,1
15516,1.19528675,1,1,0,0,0,0,0,1,1,1,0,1,0,1,1
15517,1.32197249,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1
15518,1.25601602,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1
15519,1.30362904,1,1,0,0,0,0,0,1,1,1,1,0,1,1,1
15520,1.33770704,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1
15521,1.25996733,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1
15522,1.30683219,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1
15523,1.05827725,1,1,0,0,0,0,1,0,0,0,0,1,0,1,1
15524,1.30340362,1,1,0,0,0,0,1,0,0,0,0,1,1,1,1
15525,1.32096565,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1
15526,1.29799867,1,1,0,0,0,0,1,0,0,0,1,0,1,1,1
15527,1.07659125,1,1,0,0,0,0,1,0,0,0,1,1,0,1,1
15528,1.35453522,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1
15529,1.23773015,1,1,0,0,0,0,1,0,0,1,0,0,0,1,1
15530,1.40939391,1,1,0,0,0,0,1,0,0,1,0,0,1,1,1
15531,1.07715726,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1
15532,1.07213819,1,1,0,0,0,0,1,0,0,1,0,1,1,1,1
15533,1.12370288,1,1,0,0,0,0,1,0,0,1,1,0,0,1,1
15534,1.2060504,1,1,0,0,0,0,1,0,0,1,1,0,1,1,1
15535,1.0756762,1,1,0,0,0,0,1,0,0,1,1,1,0,1,1
15536,1.3319931,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1
15537,0.998734236,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1
15538,1.29982495,1,1,0,0,0,0,1,0,1,0,0,0,1,1,1
15539,1.07660055,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1
15540,1.27732754,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1
15541,1.00905919,1,1,0,0,0,0,1,0,1,0,1,0,0,1,1
15542,1.16863477,1,1,0,0,0,0,1,0,1,0,1,0,1,1,1
15543,1.02768409,1,1,0,0,0,0,1,0,1,0,1,1,0,1,1
15544,1.32729852,1,1,0,0,0,0,1,0,1,0,1,1,1,1,1
15545,1.20949817,1,1,0,0,0,0,1,0,1,1,0,0,0,1,1
15546,1.29785001,1,1,0,0,0,0,1,0,1,1,0,0,1,1,1
15547,0.993591011,1,1,0,0,0,0,1,0,1,1,0,1,0,1,1
15548,1.25057411,1,1,0,0,0,0,1,0,1,1,0,1,1,1,1
15549,1.25233257,1,1,0,0,0,0,1,0,1,1,1,0,0,1,1
15550,1.30443466,1,1,0,0,0,0,1,0,1,1,1,0,1,1,1
15551,1.17390418,1,1,0,0,0,0,1,0,1,1,1,1,0,1,1
15552,1.2494117,1,1,0,0,0,0,1,0,1,1,1,1,1,1,1
15553,1.1328994,1,1,0,0,0,0,1,1,0,0,0,0,1,1,1
15554,1.03976083,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1
15555,1.21795022,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1
15556,1.27247512,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1
15557,1.21343279,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1
15558,1.2385298,1,1,0,0,0,0,1,1,0,0,1,1,0,1,1
15559,1.17671657,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1
15560,1.08853769,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1
15561,1.0873152,1,1,0,0,0,0,1,1,0,1,0,0,1,1,1
15562,0.999737978,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1
15563,1.22336757,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1
15564,1.1221956,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1
15565,0.94293797,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1
15566,0.990675926,1,1,0,0,0,0,1,1,0,1,1,1,0,1,1
15567,1.11520219,1,1,0,0,0,0,1,1,0,1,1,1,1,1,1
15568,0.94023931,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1
15569,1.14512181,1,1,0,0,0,0,1,1,1,0,0,0,1,1,1
15570,1.11929774,1,1,0,0,0,0,1,1,1,0,0,1,0,1,1
15571,1.06307375,1,1,0,0,0,0,1,1,1,0,0,1,1,1,1
15572,1.13451719,1,1,0,0,0,0,1,1,1,0,1,0,0,1,1
15573,1.04647207,1,1,0,0,0,0,1,1,1,0,1,0,1,1,1
15574,1.00445449,1,1,0,0,0,0,1,1,1,0,1,1,0,1,1
15575,0.952382386,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1
15576,1.11777031,1,1,0,0,0,0,1,1,1,1,0,0,0,1,1
15577,1.07582247,1,1,0,0,0,0,1,1,1,1,0,0,1,1,1
15578,1.10417295,1,1,0,0,0,0,1,1,1,1,0,1,0,1,1
15579,1.06092989,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1
15580,1.0966028,1,1,0,0,0,0,1,1,1,1,1,0,0,1,1
15581,1.07952058,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1
15582,1.06392717,1,1,0,0,0,0,1,1,1,1,1,1,0,1,1
15583,1.08556747,1,1,0,0,0,0,1,1,1,1,1,1,1,1,1
15584,1.18097496,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1
