1,T=300k,parameter1,parameter2,parameter3,parameter4,parameter5,parameter6,parameter7,parameter8,parameter9,parameter10,parameter11,parameter12,parameter13,parameter14,parameter15
4337,1.967797,0,1,1,0,1,0,0,0,1,0,0,1,0,1,1
4338,1.7720941,1,0,1,1,0,1,1,1,0,1,1,1,1,0,1
4339,1.2366711,0,0,1,1,1,1,1,1,0,0,1,0,0,1,1
4340,1.7395031,1,1,0,0,1,1,1,1,1,0,0,1,0,1,1
4341,1.7743262,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1
4342,2.0620308,1,1,0,0,1,1,1,0,1,0,0,1,0,1,1
4343,2.1587946,0,1,0,0,1,1,0,1,1,0,0,1,1,0,1
4344,1.6222368,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0
4345,1.1051153,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0
4346,1.5552232,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1
4347,1.9049338,1,1,0,1,1,0,1,0,0,1,1,0,1,1,1
4348,1.3123608,1,0,1,1,1,1,0,0,1,1,1,1,1,1,1
4349,1.5730318,0,1,1,1,0,1,0,0,0,1,1,1,0,1,1
4350,1.3468388,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1
4351,1.7380537,0,1,0,0,1,0,1,1,1,0,1,1,1,1,1
4352,1.7604886,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0
4353,1.6923169,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1
4354,1.5414652,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0
4355,1.6477439,0,0,0,1,1,0,1,1,1,1,0,0,1,0,1
4356,1.51328,0,1,0,0,0,1,1,1,0,1,0,0,0,1,1
4357,1.6266569,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1
4358,1.7255425,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1
4359,1.1457356,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
4360,1.6838132,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1
4361,2.0491073,1,0,1,1,0,0,1,1,0,1,0,0,1,1,1
4362,1.7788852,0,1,1,1,1,0,0,1,0,1,0,1,0,1,1
4363,1.9334998,0,1,0,0,1,0,0,0,1,0,1,1,0,1,1
4364,1.4105666,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0
4365,1.5184566,0,0,1,1,0,0,1,0,0,1,1,0,0,1,1
4366,1.8829305,0,0,1,1,1,0,1,0,1,0,0,1,1,0,1
4367,1.2709653,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1
4368,1.7705939,0,0,1,1,1,0,1,0,0,1,1,1,0,1,0
4369,1.7345805,0,1,1,1,0,1,0,1,0,0,1,0,1,0,1
4370,1.6087484,0,1,1,1,0,0,0,1,0,1,0,0,1,1,1
4371,1.8613719,0,1,0,1,1,0,1,0,0,0,1,1,0,1,1
4372,1.5025771,0,1,0,0,0,1,1,1,1,1,0,0,1,0,1
4373,1.5419222,1,0,1,0,0,0,1,0,1,1,1,1,1,0,1
4374,1.3502986,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1
4375,1.6710733,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1
4376,1.4886776,1,0,0,0,1,1,0,0,0,1,1,0,1,0,1
4377,1.6791878,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1
4378,1.608198,0,0,0,1,1,1,1,0,1,0,0,1,1,0,0
4379,1.4932318,0,0,0,1,1,1,0,1,0,1,1,1,0,0,0
4380,1.6380361,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1
4381,1.0603005,0,1,1,1,1,1,1,0,0,0,1,1,1,1,1
4382,1.624301,0,0,1,1,0,1,0,0,1,1,0,0,0,1,0
4383,1.7080599,0,1,0,0,0,0,1,0,1,1,0,1,0,1,0
4384,1.4508241,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0
4385,1.5479879,1,0,0,0,1,0,1,0,1,0,0,0,1,0,1
4386,1.9022304,0,1,0,0,1,1,0,1,1,0,0,0,1,1,1
4387,1.670602,0,1,1,0,0,0,0,0,1,0,1,0,1,1,1
4388,1.4214358,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0
4389,2.0836792,0,1,0,1,0,1,1,0,1,1,0,0,1,0,1
4390,1.5025946,0,1,0,1,1,1,1,0,1,0,1,1,1,1,1
4391,1.3576468,0,0,1,1,0,0,1,1,1,1,0,0,0,1,0
4392,1.5426637,0,0,1,0,1,0,1,0,1,1,1,1,0,1,0
4393,1.4123977,0,0,0,1,1,1,1,1,0,1,0,1,1,0,0
4394,1.7909082,1,0,1,0,1,0,1,0,0,1,0,1,1,1,1
4395,1.9209601,0,1,0,0,1,0,1,0,0,1,0,1,1,0,1
4396,0.96702856,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1
4397,1.3301772,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
4398,1.6619893,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1
4399,1.4678797,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
4400,1.5226357,0,0,1,0,1,0,0,1,1,0,0,1,1,1,0
4401,1.9256315,0,1,1,0,1,0,0,0,1,0,1,1,0,0,1
4402,1.2102698,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0
4403,1.2766526,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0
4404,1.6458176,0,0,1,0,1,0,0,1,1,1,1,0,1,1,0
4405,1.7340139,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0
4406,1.8158464,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1
4407,1.447667,1,0,1,1,1,1,0,0,1,1,1,1,1,0,1
4408,1.5335182,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1
4409,1.7445282,0,1,1,1,0,0,1,1,0,0,1,0,1,1,1
4410,1.2242647,0,0,1,1,0,0,1,1,1,1,1,1,0,0,1
4411,1.4423593,0,0,1,1,0,1,1,0,0,0,1,1,1,1,0
4412,1.7650265,0,1,0,1,0,0,1,0,0,1,1,0,0,0,1
4413,1.5598687,1,0,0,0,1,1,1,1,0,0,1,1,1,0,1
4414,2.1513958,1,0,0,1,0,1,1,1,0,0,1,1,0,1,1
4415,1.763752,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1
4416,1.5835695,1,0,1,0,1,0,1,1,1,1,1,0,0,1,1
4417,1.6511127,0,0,0,0,1,0,1,1,0,1,0,1,1,1,1
4418,1.4773269,0,0,1,0,0,1,1,1,1,1,0,1,0,0,1
4419,1.6942941,0,0,0,1,1,0,1,1,0,1,1,1,0,1,1
4420,1.7741323,0,1,0,0,1,1,1,0,1,1,1,0,1,1,0
4421,1.5580333,1,0,0,1,0,1,1,0,0,1,1,1,0,0,1
4422,1.9579153,0,1,1,0,1,1,0,1,0,0,1,1,0,1,1
4423,1.7519455,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1
4424,1.6730286,0,0,0,1,1,0,0,1,0,1,1,0,0,1,1
4425,2.066303,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1
4426,1.5311974,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1
4427,1.5919152,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1
4428,1.1328164,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
4429,1.4591467,0,0,1,1,1,1,1,0,1,0,1,0,0,1,1
4430,1.389802,1,1,1,0,0,0,1,0,0,0,1,0,1,1,1
4431,1.8421144,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1
4432,1.4588482,0,1,0,0,0,1,0,0,0,0,1,1,1,0,1
4433,1.5504284,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0
4434,1.9766713,1,0,1,0,0,1,1,0,1,0,1,0,1,1,1
4435,1.3978477,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1
4436,1.7077684,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1
4437,1.4858254,0,1,0,0,1,1,1,1,0,0,0,0,1,1,1
4438,1.9729158,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1
4439,1.1388217,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0
4440,1.4788977,1,0,0,1,1,1,1,0,1,1,1,0,1,1,1
4441,1.628305,0,0,1,0,1,0,0,1,0,1,0,1,1,1,1
4442,1.4693395,0,0,0,0,1,1,0,1,1,1,0,0,1,1,0
4443,1.8632559,0,1,0,0,1,0,0,0,1,0,1,1,0,0,1
4444,1.1457145,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
4445,1.8257382,1,0,1,1,1,0,0,1,0,1,1,0,0,1,1
4446,1.7756387,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1
4447,1.8601648,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1
4448,1.973838,1,0,1,1,0,0,0,1,0,1,1,0,0,1,1
4449,1.698485,0,0,0,1,0,1,1,0,1,0,1,0,0,0,1
4450,1.9219025,0,0,0,0,1,0,0,1,0,0,1,1,0,1,1
4451,1.6140548,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
4452,1.8605473,1,0,0,1,0,1,0,0,1,0,1,1,1,0,1
4453,1.8063943,0,0,0,1,1,0,1,0,1,0,1,1,0,0,1
4454,1.3511682,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1
4455,1.5674551,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1
4456,1.432409,0,0,1,0,1,0,0,1,0,1,0,0,0,1,0
4457,1.9821513,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1
4458,1.6447383,0,0,1,1,1,1,0,0,1,1,1,0,1,0,1
4459,1.4087657,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1
4460,1.7411537,0,1,1,0,1,1,0,0,0,0,1,0,0,1,1
4461,1.4564251,0,0,1,1,1,1,0,0,0,1,1,0,1,0,1
4462,1.8160034,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1
4463,1.9603467,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1
4464,1.9095912,0,1,0,0,1,0,1,1,0,0,1,1,1,0,1
4465,1.8676476,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0
4466,1.3347191,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1
4467,1.5307882,0,0,0,0,0,0,1,1,0,1,1,1,1,0,1
4468,1.9254138,1,0,0,1,1,0,1,0,0,0,1,0,1,1,1
4469,1.7516034,0,1,0,0,1,0,0,0,0,0,1,1,0,1,1
4470,1.1374978,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0
4471,1.5846713,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1
4472,1.7398616,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1
4473,1.2647539,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1
4474,1.603345,0,1,1,0,1,1,1,0,0,1,0,0,0,0,1
4475,1.3271062,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0
4476,1.7165055,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1
4477,1.5882367,1,0,0,1,1,1,1,1,0,0,1,0,1,1,1
4478,1.3644725,0,0,0,1,1,1,0,0,1,1,1,1,0,0,0
4479,1.9421788,1,1,0,0,1,0,0,0,1,0,1,1,0,1,1
4480,1.8537978,0,1,0,1,1,0,1,0,0,1,1,0,0,0,1
4481,1.5632918,1,0,1,0,1,0,0,0,0,1,0,1,1,1,1
4482,1.6100106,0,0,1,0,0,1,0,1,0,0,0,0,1,1,1
4483,1.3109425,0,0,0,1,0,1,1,1,1,1,0,0,0,1,1
4484,2.0361156,1,0,1,0,0,1,1,0,1,1,1,0,1,1,1
4485,1.6596897,1,0,1,1,1,1,0,1,0,1,1,1,0,1,1
4486,1.3114998,0,0,1,1,1,1,0,0,0,1,1,1,1,0,1
4487,1.6839213,0,0,1,0,1,1,0,1,1,1,0,1,1,0,0
4488,1.44137,1,0,0,1,1,1,1,0,0,0,0,0,1,1,1
4489,1.7703012,0,0,0,0,1,0,0,1,1,0,0,1,0,1,1
4490,1.3507408,0,0,0,0,1,1,0,0,1,1,1,1,0,1,1
4491,1.1757383,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1
4492,1.8322276,0,1,1,0,0,1,0,1,0,0,1,0,1,0,1
4493,1.3212303,0,1,0,0,1,1,1,0,1,1,1,1,1,1,1
4494,1.4893179,0,0,1,0,1,1,1,1,1,0,1,0,0,1,0
4495,1.7659986,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1
4496,1.8005009,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1
4497,1.7967968,1,0,1,0,1,1,0,0,1,1,0,1,1,1,1
4498,1.4969957,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1
4499,1.3998809,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1
4500,1.5577097,1,0,1,1,0,0,0,0,1,0,0,1,1,1,1
4501,1.3111888,0,0,1,1,1,0,1,1,1,1,1,1,0,1,0
4502,1.64731,0,1,0,0,1,1,0,1,0,0,1,1,1,1,0
4503,1.8371805,1,0,0,1,0,0,1,1,1,1,0,1,0,0,1
4504,1.475531,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0
4505,1.515758,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0
4506,1.4222444,1,0,1,0,1,1,1,1,1,1,0,1,0,1,1
4507,1.6866692,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1
4508,1.5581222,0,0,0,1,0,0,0,1,0,1,1,1,1,1,0
4509,1.6239247,0,1,1,0,0,0,1,1,1,0,1,0,1,0,1
4510,1.8107244,1,1,0,1,0,0,0,0,0,0,1,1,0,1,1
4511,1.6425455,1,1,1,0,0,0,0,1,1,1,1,0,1,1,1
4512,1.7610213,0,1,1,1,0,1,1,0,1,1,0,0,0,1,1
4513,1.2091869,0,1,1,0,0,0,1,0,0,0,0,0,1,1,1
4514,1.3527504,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0
4515,1.816686,0,1,0,1,1,0,0,1,1,0,0,0,0,1,1
4516,1.506893,0,1,0,0,1,1,1,0,1,1,1,0,0,1,0
4517,1.7993176,0,1,1,0,0,1,1,1,0,1,1,0,1,1,1
4518,1.4607505,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1
4519,1.7348229,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1
4520,1.4345592,0,0,0,0,0,1,0,0,1,0,1,1,1,1,1
4521,1.3399577,0,0,0,1,1,1,1,1,1,0,0,1,0,1,1
4522,1.3770444,0,0,0,0,1,1,0,0,1,1,0,0,1,0,0
4523,1.6324962,1,0,1,1,0,0,0,1,0,0,0,1,1,0,1
4524,1.888805,0,1,1,0,1,1,1,0,1,0,1,1,0,0,1
4525,1.6399392,0,1,0,0,0,1,0,1,1,1,1,0,1,1,1
4526,1.3613268,0,0,0,0,1,1,1,0,0,1,1,1,1,0,0
4527,1.7501014,0,0,1,1,1,0,0,1,0,1,0,1,1,0,1
4528,1.2170366,0,0,0,1,1,1,1,1,1,1,0,1,0,0,1
4529,1.499971,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1
4530,2.1104925,0,1,1,0,0,1,0,1,1,1,0,1,0,1,1
4531,1.8383121,0,1,1,1,0,1,1,1,1,0,0,0,1,0,1
4532,1.4078043,0,1,1,0,1,1,1,1,0,0,1,1,1,1,1
4533,1.2682182,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1
4534,1.3001349,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
4535,1.271035,0,1,1,1,1,1,0,0,0,0,1,0,0,1,1
4536,1.3067585,1,1,1,1,1,0,0,0,0,0,1,1,1,1,1
4537,1.2827605,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
4538,1.6547954,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0
4539,1.3029999,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1
4540,1.6824803,1,0,0,1,0,0,1,1,0,0,0,0,1,1,1
4541,1.8635069,0,0,1,0,0,1,0,1,0,0,1,1,0,1,0
4542,1.8643873,0,1,0,1,1,0,0,1,1,1,1,0,1,0,1
4543,1.8436922,1,0,1,1,1,1,0,1,0,0,0,1,0,1,1
4544,1.3386042,1,1,0,0,1,1,1,0,0,1,1,1,1,1,1
4545,1.4613276,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1
4546,1.2793872,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1
4547,1.3146789,0,0,0,1,1,1,0,0,0,0,1,1,1,1,0
4548,1.7243302,0,1,0,1,0,1,1,1,1,0,1,1,0,1,0
4549,1.015715,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
4550,1.4100714,1,0,0,0,1,1,0,1,1,1,1,0,1,1,1
4551,1.2100083,0,1,1,1,1,0,0,0,0,1,1,1,1,1,1
4552,1.6179042,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0
4553,1.4885255,0,1,1,1,0,1,0,0,0,1,1,1,0,0,1
4554,1.25569,0,0,0,0,1,0,0,0,0,1,1,1,1,0,1
4555,1.7789031,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
4556,1.3790727,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0
4557,1.673108,0,1,1,1,0,1,0,1,1,1,1,0,0,1,1
4558,1.5446479,0,1,0,0,1,1,1,1,0,1,0,1,1,1,1
4559,0.93813509,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
4560,1.9382204,0,0,1,0,1,1,1,0,1,0,0,1,0,1,1
4561,1.7300693,0,0,1,1,1,0,0,1,0,1,1,0,0,0,1
4562,1.3506286,0,1,0,1,0,0,1,0,1,0,0,1,0,1,0
4563,1.7281361,1,1,0,0,1,0,1,1,1,0,1,1,1,1,1
4564,1.4817744,0,1,1,0,0,0,0,1,1,0,1,1,1,1,0
4565,1.6266004,1,0,0,1,0,0,1,0,0,0,0,0,1,0,1
4566,1.4764022,0,0,1,1,1,1,1,0,1,1,0,0,1,1,1
4567,1.4740698,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1
4568,1.9098592,1,1,1,0,1,1,0,1,1,0,0,1,1,1,1
4569,1.4609588,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0
4570,1.1717383,0,1,1,1,1,0,0,0,1,0,0,0,1,1,1
4571,1.8551553,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1
4572,1.4900116,0,0,1,1,1,0,0,1,1,0,0,1,1,1,1
4573,1.7422817,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0
4574,1.8254603,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1
4575,1.5561447,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0
4576,1.8787415,1,1,0,1,0,0,1,1,1,1,0,0,1,1,1
4577,0.98167181,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
4578,1.9730357,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0
4579,1.645752,0,1,0,0,1,1,1,1,0,0,0,1,0,1,0
4580,1.7770705,1,1,0,1,1,0,0,1,0,0,1,1,1,1,1
4581,1.629312,0,1,0,1,0,0,1,1,0,1,1,1,1,1,1
4582,1.3478336,0,0,0,0,1,0,0,1,0,0,1,1,1,1,1
4583,1.5728043,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0
4584,1.2092618,0,1,1,0,0,1,1,0,0,1,1,1,1,1,0
4585,1.802737,0,1,0,1,0,1,0,0,1,1,1,1,0,1,1
4586,1.4069656,0,1,1,0,0,0,1,1,0,0,0,1,1,0,1
4587,1.548449,1,0,0,1,1,1,1,0,1,0,0,0,1,1,1
4588,1.7369632,0,0,1,0,1,0,1,1,0,1,0,0,0,1,1
4589,1.1465727,1,0,0,0,0,0,0,1,1,1,1,1,1,1,1
4590,1.3847334,0,0,1,0,0,1,1,1,0,0,1,0,1,0,0
4591,1.6247525,0,1,0,0,0,0,1,1,0,0,0,1,0,1,1
4592,1.4295968,0,1,1,1,1,0,0,1,0,0,0,0,0,0,1
4593,1.4143119,0,1,1,0,1,1,0,0,0,0,1,1,1,1,0
4594,1.6858341,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1
4595,1.6711081,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1
4596,1.3424479,0,1,0,0,1,1,1,0,0,0,0,1,0,0,1
4597,2.0950692,0,1,0,1,1,0,1,1,1,0,1,1,0,0,1
4598,1.7089062,0,1,0,0,1,1,0,0,0,1,0,1,0,0,1
4599,1.7020372,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1
4600,1.3983369,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1
4601,2.0482962,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1
4602,1.9601417,0,1,1,0,1,0,0,1,0,0,0,1,0,1,1
4603,1.8141506,0,1,1,1,0,0,1,1,0,0,1,0,1,0,1
4604,1.678988,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1
4605,1.6375527,0,0,0,1,0,1,0,1,0,1,1,0,1,1,1
4606,1.8101817,1,0,0,0,0,1,0,0,1,0,1,1,0,1,1
4607,1.732232,0,1,0,1,1,1,0,1,1,1,0,0,1,1,1
4608,2.0258527,1,0,1,0,0,1,0,0,0,1,0,1,1,0,1
4609,1.3733877,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0
4610,1.3123207,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1
4611,1.2883736,0,0,1,0,1,0,1,1,1,1,1,1,1,0,1
4612,1.9768004,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1
4613,1.3894882,1,0,1,1,0,0,1,1,1,1,1,0,0,1,1
4614,1.5101008,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1
4615,1.3209616,1,0,0,0,0,0,1,1,1,1,1,1,0,1,1
4616,1.2131724,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0
4617,1.7792051,0,0,0,1,0,0,1,0,1,1,0,1,1,0,0
4618,1.6440823,0,0,0,0,1,1,1,0,0,0,1,1,0,1,0
4619,1.7081215,1,0,0,1,1,1,0,0,0,0,0,0,1,0,1
4620,1.5737681,0,1,1,1,0,1,1,0,1,0,1,1,1,1,0
4621,1.4259176,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1
4622,1.6152991,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0
4623,2.0229318,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1
4624,1.3586303,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0
4625,1.0846918,1,0,0,1,1,1,1,1,1,1,1,1,0,0,1
4626,1.7567179,0,1,0,0,1,0,1,1,1,0,0,0,0,0,1
4627,1.6181138,1,0,0,0,1,0,1,1,0,1,1,1,1,0,1
4628,1.3022797,0,1,0,0,0,0,0,0,1,1,1,0,0,0,1
4629,1.9207494,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1
4630,1.661338,0,0,1,1,1,1,1,0,0,1,0,1,1,0,1
4631,1.7908883,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1
4632,1.5354745,0,1,1,0,0,0,1,0,1,0,0,0,1,1,1
4633,1.4520347,0,0,1,0,0,0,1,0,1,1,1,1,0,1,0
4634,2.1166577,1,0,1,1,0,1,1,1,0,0,1,1,0,1,1
4635,1.59663,0,0,1,0,1,1,0,1,0,0,0,1,1,1,1
4636,1.3093802,0,1,0,0,1,1,0,0,0,1,1,0,0,1,1
4637,1.992169,1,0,0,1,1,0,1,1,1,0,1,1,1,0,1
4638,1.6218408,0,1,0,0,1,1,1,1,1,0,1,1,1,0,1
4639,1.6033508,0,0,0,0,0,1,1,0,0,1,0,1,1,1,1
4640,1.51951,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1
4641,1.5665269,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0
4642,1.5249865,0,1,1,1,0,1,0,0,0,0,1,1,1,1,0
4643,1.5525721,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
4644,1.5291158,1,1,0,0,1,1,0,1,1,1,1,0,0,1,1
4645,1.5429688,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
4646,1.7956463,1,1,0,0,0,0,1,1,0,1,1,0,1,1,1
4647,1.2596281,0,0,0,0,1,1,0,1,1,1,1,1,1,0,0
4648,1.7146264,0,1,0,0,1,1,1,1,0,1,1,0,1,1,1
4649,1.5590053,1,1,0,0,1,0,0,0,1,0,1,1,1,1,1
4650,1.7776079,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1
4651,1.7714429,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0
4652,1.8457984,0,0,1,1,0,1,0,1,0,0,1,0,1,1,0
4653,1.6343027,0,1,1,0,1,0,0,0,1,0,0,0,0,1,1
4654,1.2156157,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
4655,1.6729202,0,1,0,1,1,1,0,1,0,1,1,0,0,0,1
4656,1.6028547,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1
4657,2.0182705,0,1,0,0,1,1,0,1,1,0,0,1,0,0,1
4658,1.3719287,0,1,1,0,0,0,0,1,0,1,1,1,1,1,1
4659,1.9783313,1,0,0,1,0,1,1,1,1,0,0,1,0,1,1
4660,1.1146239,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1
4661,1.5888624,0,1,0,1,1,1,1,0,0,1,1,1,0,1,1
4662,1.7423053,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1
4663,1.5463686,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0
4664,1.7746428,1,0,1,0,1,1,1,0,0,1,0,1,0,1,1
4665,1.5633259,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0
4666,1.5982621,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0
4667,1.2039261,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0
4668,1.413287,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1
4669,1.52823,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1
4670,1.5972492,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1
4671,1.7165155,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0
4672,1.5091387,0,0,0,1,0,0,0,0,1,0,1,1,1,0,1
4673,1.4449456,1,0,0,1,0,1,1,1,1,1,1,1,0,1,1
4674,1.8471937,0,1,1,0,1,1,0,1,1,1,0,1,1,1,0
4675,1.3060145,1,0,1,1,1,1,1,1,0,1,1,1,1,1,1
4676,1.887904,0,1,0,1,1,0,1,0,1,1,1,0,1,1,0
4677,1.8236048,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0
4678,1.3517218,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1
4679,1.7324042,0,1,1,1,1,0,1,1,0,1,1,1,0,1,1
4680,1.3974804,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1
4681,1.9508057,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1
4682,1.2163333,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
4683,1.641551,0,0,1,0,0,1,1,1,0,1,0,0,1,1,1
4684,1.7137902,1,0,1,1,0,0,0,0,1,1,1,0,1,1,1
4685,1.6405706,0,0,0,1,1,0,1,0,1,0,0,0,1,0,0
4686,1.6911948,1,0,0,0,1,1,0,1,0,1,0,0,1,1,1
4687,1.389107,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4688,1.6527795,0,1,0,0,0,0,1,1,0,1,1,0,0,0,1
4689,1.4607903,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1
4690,1.7474513,0,0,0,1,0,1,0,0,1,1,1,0,1,0,0
4691,1.910026,1,0,1,1,0,0,0,1,0,1,1,0,1,1,1
4692,1.4291652,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0
4693,1.5940357,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1
