1,T=300k,parameter1,parameter2,parameter3,parameter4,parameter5,parameter6,parameter7,parameter8,parameter9,parameter10,parameter11,parameter12,parameter13,parameter14,parameter15
6660,1.3180835,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0
6661,1.627457,0,1,1,1,0,1,0,1,0,1,1,1,0,0,1
6662,1.5294837,0,1,1,1,0,1,1,0,0,0,0,0,1,1,1
6663,1.7106599,0,0,0,1,0,1,0,1,0,0,1,1,1,1,0
6664,1.0145936,0,0,1,1,1,1,1,0,0,0,1,1,1,1,1
6665,1.5796633,0,0,1,0,1,0,1,1,0,0,1,1,1,1,1
6666,1.7453829,0,0,0,0,1,0,1,1,0,0,1,1,1,1,0
6667,1.6963912,0,1,1,0,1,1,1,0,1,0,1,1,1,0,1
6668,1.84674,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
6669,1.7101437,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1
6670,1.1985672,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1
6671,1.5970376,0,1,0,0,1,1,1,1,1,1,0,1,1,0,1
6672,1.1272686,1,1,1,0,0,0,0,0,0,1,1,1,1,1,1
6673,1.4953243,0,1,1,0,0,0,1,1,1,1,0,0,1,1,1
6674,1.239485,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0
6675,1.8474716,0,1,0,1,1,0,0,0,1,1,0,0,1,0,1
6676,1.4921303,0,1,1,1,0,0,0,0,0,1,1,1,0,1,1
6677,1.6430782,1,0,1,1,1,0,0,0,1,0,1,1,1,0,1
6678,1.2075018,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1
6679,1.6928992,0,1,0,1,0,1,1,0,0,1,1,1,1,0,1
6680,1.7621542,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1
6681,2.0173888,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1
6682,1.7728267,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0
6683,1.6058189,0,0,1,0,1,0,0,1,1,0,1,1,1,1,0
6684,1.4143343,0,0,0,0,1,0,0,1,1,1,0,1,1,1,0
6685,1.6552584,0,1,1,0,1,0,1,0,1,1,1,1,0,1,1
6686,1.5281276,0,1,1,1,1,0,0,1,0,0,1,1,1,1,1
6687,1.8814547,0,1,0,1,0,1,0,0,0,0,1,1,0,1,0
6688,1.8881755,0,1,0,0,1,1,0,0,1,0,1,0,1,0,1
6689,1.0702587,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
6690,1.7776128,0,1,0,0,1,1,0,1,0,1,0,0,0,0,1
6691,1.8439051,0,1,0,0,0,1,0,1,1,0,0,1,1,1,1
6692,1.8929012,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1
6693,1.9454577,1,0,0,1,0,0,1,1,1,1,0,1,0,1,1
6694,1.9283882,0,1,1,0,0,1,1,0,0,1,0,1,1,0,1
6695,1.6891276,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0
6696,1.1602067,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1
6697,1.8779609,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1
6698,1.2809603,0,1,0,0,1,1,1,0,0,0,1,1,1,1,1
6699,1.6181372,1,0,0,1,0,1,1,1,1,1,0,0,1,0,1
6700,2.041136,1,0,0,1,0,0,0,1,0,0,1,1,0,1,1
6701,1.7026292,0,0,1,1,0,1,1,0,1,0,1,0,1,1,0
6702,1.6276791,0,0,0,1,1,0,1,0,1,1,1,0,0,1,0
6703,1.3618906,0,0,1,1,1,1,1,1,0,0,1,0,0,0,1
6704,2.0060811,1,0,1,0,0,0,0,1,1,1,1,0,0,1,1
6705,1.7161838,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0
6706,1.4979451,1,1,0,0,1,1,0,0,0,1,1,1,0,1,1
6707,1.5153965,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1
6708,1.3482211,0,0,1,1,1,1,0,0,0,1,1,1,0,1,1
6709,1.752527,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1
6710,2.1713793,0,1,1,1,0,1,0,0,1,1,0,1,1,0,1
6711,1.643198,0,0,0,0,0,1,1,1,1,0,1,1,0,1,0
6712,1.4584339,0,1,0,1,0,1,1,0,0,0,1,1,1,1,0
6713,1.6225756,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1
6714,1.4924024,1,0,0,0,1,1,1,0,1,1,0,1,1,1,1
6715,1.5691035,0,1,1,1,1,0,0,1,1,1,1,1,1,0,1
6716,1.9504111,0,1,0,1,0,0,0,1,1,1,0,1,0,0,1
6717,1.5840909,0,1,1,1,0,0,1,0,0,1,0,0,0,1,1
6718,1.464563,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1
6719,1.953661,0,0,0,0,1,1,0,1,0,0,1,1,0,1,1
6720,1.4327841,0,0,0,1,0,0,0,1,1,1,1,0,1,1,1
6721,1.4589576,0,1,1,1,1,0,1,1,1,1,1,1,0,0,1
6722,1.7679449,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0
6723,1.6764158,0,1,0,1,1,1,1,0,1,1,0,1,1,1,0
6724,1.820366,0,1,1,0,1,0,1,1,1,1,0,1,1,0,1
6725,1.3497651,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0
6726,1.7370608,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1
6727,1.633031,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1
6728,1.8413885,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0
6729,1.7066665,1,1,1,0,1,0,0,1,1,1,1,0,1,1,1
6730,1.2962569,0,1,1,0,0,1,1,0,0,0,0,1,1,1,1
6731,1.8257552,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1
6732,1.9273316,0,1,0,0,1,0,0,0,1,1,0,1,1,0,1
6733,1.285,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0
6734,1.7908708,0,1,0,0,1,0,1,1,1,0,0,1,1,1,0
6735,1.5120618,0,0,0,0,0,1,0,1,1,1,1,0,1,0,1
6736,1.2949797,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
6737,1.7485242,0,1,0,1,1,0,0,0,0,1,1,1,0,1,0
6738,1.8463954,0,1,0,1,1,0,0,0,0,0,1,0,1,1,0
6739,1.7228427,0,0,0,1,0,0,1,1,1,0,1,0,0,1,1
6740,1.4435508,1,1,0,0,0,1,0,1,1,1,1,1,0,1,1
6741,1.5308324,0,1,1,1,1,1,0,1,0,0,0,0,1,0,1
6742,1.7360359,0,0,1,0,1,0,1,0,1,1,0,0,1,1,0
6743,1.8259284,1,1,0,0,1,1,0,1,0,1,0,1,0,1,1
6744,1.3586757,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
6745,1.2759615,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
6746,1.2281611,0,0,0,0,0,1,1,0,0,0,0,1,1,1,1
6747,1.6364411,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1
6748,1.7322004,0,1,1,0,1,0,1,0,1,1,0,0,0,1,1
6749,1.5949117,0,0,0,1,0,1,0,1,1,1,0,1,0,1,1
6750,1.2174797,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0
6751,1.5013517,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1
6752,1.4090953,0,1,0,0,0,1,1,1,0,1,1,0,0,0,1
6753,1.2314765,0,0,0,1,0,1,1,1,1,1,1,0,0,0,1
6754,1.5330838,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0
6755,1.3801534,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1
6756,1.5777169,0,1,1,0,0,0,1,0,0,1,0,0,1,1,1
6757,2.0023248,0,1,0,1,0,0,1,0,0,1,0,1,1,0,1
6758,1.8495846,0,1,0,1,1,0,1,0,0,0,1,0,1,1,0
6759,1.4368776,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1
6760,1.5346221,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1
6761,1.5250264,0,1,0,0,1,0,0,0,0,1,1,1,1,0,1
6762,1.9593436,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1
6763,1.6445724,1,0,1,0,1,0,0,0,1,1,1,0,0,1,1
6764,1.3777868,0,1,0,1,0,1,0,1,0,1,1,1,1,1,0
6765,2.1573272,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1
6766,1.5080351,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1
6767,1.7900997,0,0,1,0,0,1,0,1,1,0,0,0,0,1,1
6768,1.7086471,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1
6769,1.4479337,0,0,0,0,1,1,0,1,1,0,0,0,0,0,1
6770,1.3522575,0,0,1,1,0,1,1,1,1,1,1,1,0,0,1
6771,1.1352525,0,0,1,1,1,0,0,0,1,0,0,0,1,1,0
6772,1.764092,0,1,0,1,0,1,1,0,0,1,1,0,0,1,1
6773,1.6732961,0,0,1,1,0,1,0,1,1,1,0,1,1,1,1
6774,1.4850236,1,1,0,1,1,1,1,0,0,0,1,0,1,1,1
6775,1.7049173,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1
6776,1.3657373,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1
6777,1.161327,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0
6778,1.357092,0,1,1,1,0,1,1,0,1,1,1,1,1,1,0
6779,0.91481286,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
6780,1.6820322,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1
6781,1.4015454,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1
6782,1.8495346,1,0,1,0,0,0,1,1,1,1,0,1,1,0,1
6783,1.384686,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1
6784,1.773582,0,0,0,1,0,0,1,1,0,0,1,0,1,1,1
6785,1.7676294,0,0,1,1,0,1,0,0,0,1,1,0,1,1,0
6786,1.6758705,1,1,0,1,0,1,0,0,1,0,1,1,1,1,1
6787,1.5174977,0,1,0,0,0,0,0,1,0,1,0,1,1,1,0
6788,1.9732205,1,0,0,0,0,1,0,1,1,0,0,1,1,0,1
6789,1.6889389,0,1,1,0,1,0,0,0,0,1,1,0,1,1,1
6790,1.8285201,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0
6791,1.813816,0,0,1,1,0,1,0,1,1,0,0,1,0,1,0
6792,1.5568175,1,1,0,0,0,1,1,0,0,0,0,1,0,1,1
6793,1.1175326,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1
6794,1.2706716,1,0,0,0,0,1,1,1,0,0,1,1,1,1,1
6795,1.2762655,0,0,1,1,0,0,0,1,0,0,1,1,1,1,1
6796,1.4764416,0,1,1,0,0,1,1,0,0,1,0,0,0,0,1
6797,1.5973887,0,0,1,0,0,1,1,1,0,0,1,0,1,1,1
6798,1.6294763,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1
6799,1.541278,0,0,0,1,0,1,1,1,0,0,1,1,1,0,0
6800,1.6934031,1,0,1,1,0,0,1,1,0,0,1,1,1,1,1
6801,1.6937144,0,1,0,1,1,1,1,0,1,1,0,0,1,1,1
6802,2.0161355,0,1,0,1,0,1,1,1,0,0,1,1,0,1,1
6803,1.2891955,1,0,0,0,0,0,0,1,1,1,1,0,0,0,1
6804,1.983422,0,0,0,1,0,1,1,0,0,1,0,1,0,1,1
6805,1.7838281,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1
6806,1.2610165,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1
6807,1.3673912,0,1,1,0,0,1,1,1,1,1,1,1,0,1,1
6808,1.8121538,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1
6809,2.0353637,1,0,1,0,1,1,0,1,0,0,0,1,0,1,1
6810,1.4180198,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1
6811,1.549657,1,0,0,0,0,1,0,1,1,1,1,0,1,0,1
6812,1.5760974,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1
6813,1.4323508,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1
6814,0.77853996,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6815,1.5461462,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0
6816,1.5180929,0,0,0,0,0,1,1,1,0,1,1,0,1,1,1
6817,1.469798,0,0,1,1,1,0,0,1,1,1,1,0,0,0,1
6818,1.3495589,0,0,0,0,1,1,1,0,1,1,1,0,0,1,1
6819,1.4799879,0,1,1,1,1,0,0,1,1,1,1,0,0,0,1
6820,1.5476692,1,1,0,1,0,0,0,0,1,0,1,1,1,1,1
6821,1.5468352,1,0,0,1,1,1,1,1,0,1,0,1,0,1,1
6822,1.0040009,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
6823,1.4294949,1,0,1,1,0,1,0,0,1,1,1,1,1,1,1
6824,1.7282078,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1
6825,1.7897148,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0
6826,1.4092295,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1
6827,1.545602,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1
6828,1.8560222,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0
6829,1.7763959,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0
6830,1.5470715,1,1,0,0,1,1,1,0,1,1,1,0,1,1,1
6831,1.6645771,1,0,0,0,1,1,1,0,1,0,1,1,0,1,1
6832,1.4670126,1,0,0,0,1,0,1,0,0,0,0,0,1,0,1
6833,1.4884913,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1
6834,1.942619,0,1,1,0,1,1,1,1,0,1,0,0,1,0,1
6835,1.8804505,0,0,1,1,0,1,0,1,1,1,0,1,1,0,1
6836,1.5790951,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1
6837,1.1810592,0,1,1,1,0,1,1,1,1,1,1,1,1,1,0
6838,1.721501,0,0,0,1,1,0,0,1,1,0,1,0,1,0,0
6839,1.6338243,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1
6840,1.4483585,0,0,1,1,1,1,1,1,0,1,0,0,1,0,1
6841,1.8593122,1,0,1,0,0,1,1,1,1,0,1,0,0,1,1
6842,1.6970153,0,1,0,1,0,1,1,0,0,1,1,1,0,0,1
6843,1.3807297,0,0,0,0,1,1,0,0,1,0,0,0,1,1,1
6844,1.3032304,0,1,1,1,1,1,0,0,0,0,1,1,0,1,1
6845,1.3595253,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
6846,1.5819813,0,0,1,0,0,1,1,1,0,0,0,1,1,0,1
6847,1.8548435,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0
6848,1.6005732,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0
6849,1.2493427,1,1,0,0,1,0,0,1,1,1,1,1,1,1,1
6850,1.1657896,0,0,1,1,1,1,0,0,0,0,0,0,0,0,1
6851,2.0641413,1,0,0,0,1,0,1,1,1,0,0,1,1,0,1
6852,1.7946855,0,1,1,1,1,0,0,1,1,0,0,1,0,1,1
6853,1.0149941,0,1,1,1,1,1,0,0,0,1,1,1,1,1,0
6854,1.948507,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1
6855,1.7300316,0,1,1,1,0,0,1,0,1,0,0,0,1,0,1
6856,1.2235113,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1
6857,1.7292128,0,1,1,0,0,0,0,0,0,1,0,0,1,0,1
6858,1.8046952,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1
6859,1.4637682,0,1,1,1,1,0,0,1,0,0,1,0,0,1,1
6860,1.2655096,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1
6861,1.6769625,1,0,0,0,0,1,1,1,0,1,0,1,0,0,1
6862,1.2720419,0,1,1,0,0,0,0,1,0,0,1,1,1,1,0
6863,1.8946472,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1
6864,1.8164566,0,0,0,1,0,1,1,0,0,0,0,1,0,1,0
6865,1.7033356,0,0,1,0,1,0,0,0,0,1,1,0,0,1,1
6866,1.6582785,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0
6867,1.472658,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1
6868,1.3180566,0,0,0,1,0,0,1,1,0,0,1,1,1,1,0
6869,1.6119179,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1
6870,0.93200392,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0
6871,1.6810075,1,1,0,0,1,1,0,1,1,1,1,0,1,1,1
6872,1.1407577,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0
6873,1.879819,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1
6874,1.5991541,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1
6875,1.8015028,0,1,1,0,1,1,1,0,1,0,0,0,1,1,1
6876,1.3413638,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1
6877,1.9261752,1,0,1,1,0,0,1,0,0,0,1,1,1,0,1
6878,1.9207194,0,1,1,1,0,0,1,1,0,1,1,0,0,1,1
6879,1.7178569,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1
6880,1.8564587,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1
6881,1.5621499,0,1,0,1,1,1,1,0,1,0,1,0,1,1,1
6882,1.7480031,1,1,0,1,0,1,1,0,0,1,1,1,0,1,1
6883,1.7781121,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1
6884,1.8124123,0,1,1,0,0,0,0,0,1,1,0,1,0,0,1
6885,1.4335462,0,0,1,1,1,1,0,1,1,1,1,0,0,1,0
6886,1.5812658,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1
6887,1.5331806,1,0,0,0,0,1,0,1,1,0,1,1,1,1,1
6888,1.5631816,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1
6889,1.7103577,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1
6890,1.7102793,0,0,1,1,0,0,1,1,1,0,1,0,1,0,1
6891,1.6680081,1,1,1,0,0,1,1,0,0,1,1,0,1,1,1
6892,1.0025884,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0
6893,1.082389,0,0,0,1,1,1,1,1,1,1,1,0,0,0,1
6894,1.6953959,0,0,0,1,1,0,1,0,0,0,0,1,1,1,1
6895,1.5030996,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1
6896,1.4508171,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1
6897,1.1854568,0,0,0,1,1,1,0,1,0,1,1,1,1,1,1
6898,1.3752992,0,0,0,1,1,1,1,0,0,1,1,1,0,0,1
6899,1.5721262,1,1,0,1,1,0,0,0,0,1,0,0,1,1,1
6900,1.7792073,1,1,0,0,0,0,1,1,0,1,1,0,0,1,1
6901,1.0404476,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
6902,1.0401158,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0
6903,1.6730975,0,0,1,1,1,0,1,0,0,0,0,1,0,1,0
6904,1.722459,0,0,1,1,1,0,1,1,0,1,1,0,0,0,1
6905,1.7665342,0,1,1,1,1,0,0,1,0,1,1,0,1,1,1
6906,1.3374121,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1
6907,2.0301819,0,1,0,1,0,1,0,0,1,1,0,1,0,0,1
6908,1.2384549,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0
6909,1.4652734,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1
6910,1.5673542,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1
6911,2.0796752,1,0,1,0,0,0,1,0,1,1,0,1,0,1,1
6912,1.3140867,0,0,0,1,1,1,0,0,1,1,1,0,0,1,1
6913,1.4768902,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1
6914,1.5426992,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
6915,1.7834318,0,0,1,1,0,1,0,1,0,1,1,0,1,0,1
6916,1.6305027,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1
6917,1.9633591,1,1,0,1,0,1,0,1,0,0,1,0,1,1,1
6918,1.796263,0,1,0,1,1,0,1,1,0,1,0,0,0,1,1
6919,1.3756083,1,0,1,0,1,0,1,1,1,1,1,1,1,0,1
6920,1.8007876,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1
6921,1.6679095,1,0,1,0,1,1,0,0,1,1,1,1,0,1,1
6922,1.4553787,0,1,0,1,1,1,1,1,0,1,0,1,1,1,0
6923,1.539241,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0
6924,1.8528647,1,1,0,0,1,1,0,1,1,0,1,1,0,1,1
6925,1.4576826,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1
6926,1.4727436,0,1,0,0,0,1,1,1,0,1,0,1,1,1,1
6927,1.05541,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0
6928,1.7049209,0,1,0,0,1,1,1,1,1,0,0,1,0,1,1
6929,1.4565454,0,0,1,1,1,1,0,0,0,1,1,0,1,1,0
6930,1.5726256,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1
6931,1.8735389,1,0,1,0,0,0,1,0,1,1,0,0,0,1,1
6932,1.8401792,0,0,1,1,0,1,0,0,0,1,0,1,1,0,1
6933,1.3045094,1,0,0,0,0,1,1,1,0,1,1,1,1,1,1
6934,1.2287765,0,0,0,1,1,1,0,0,1,1,1,0,0,1,0
6935,1.8842751,1,1,0,0,1,0,0,1,0,1,0,1,1,1,1
6936,1.4815986,0,0,0,0,1,1,0,1,0,1,1,0,0,0,0
6937,1.6988376,0,1,0,0,0,1,1,1,0,1,1,0,0,1,1
6938,1.7536528,0,1,1,0,1,0,1,0,1,1,0,1,1,1,0
6939,1.4686195,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1
6940,1.8011158,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1
6941,1.8417417,0,0,1,1,0,1,1,1,0,0,1,1,0,1,1
6942,1.5716324,1,1,1,0,1,1,1,0,0,1,0,1,1,1,1
6943,1.4670953,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0
6944,1.6953354,0,0,0,0,1,1,0,1,0,0,0,0,1,1,1
6945,1.5211247,0,0,1,1,0,1,1,0,1,1,0,1,1,0,0
6946,1.4862263,0,0,1,1,1,0,1,0,1,0,1,0,1,1,0
6947,1.5601649,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0
6948,2.0291433,1,0,1,0,0,0,1,0,1,0,1,0,0,1,1
6949,1.586713,0,0,1,1,1,0,1,0,1,1,1,0,0,1,0
6950,0.86575603,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0
6951,1.7950647,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0
6952,1.858863,0,0,1,1,0,0,1,0,1,1,0,1,0,1,0
6953,1.7094194,1,0,0,1,1,1,1,1,0,0,0,1,0,1,1
6954,1.7610635,0,1,1,0,0,1,1,1,0,1,1,0,0,1,1
6955,1.7388777,0,0,1,1,0,0,0,1,0,1,1,0,1,0,1
6956,1.3599864,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1
6957,1.7576311,0,1,1,1,0,1,1,0,1,0,1,1,1,0,1
6958,1.5023265,0,0,1,1,0,1,0,1,0,1,0,1,1,1,1
6959,1.8571362,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0
6960,2.0217805,0,1,0,0,1,0,0,1,1,0,1,0,1,1,1
6961,1.6975416,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1
6962,1.9873468,0,1,0,1,1,0,0,1,1,0,1,0,0,1,1
6963,1.5536181,0,0,1,1,1,0,0,1,0,0,1,1,0,0,1
6964,1.7591002,0,0,1,0,0,1,1,0,1,0,0,0,1,1,1
6965,1.7808609,0,1,0,1,1,0,0,1,1,1,1,1,0,0,1
6966,1.9358497,0,1,1,0,0,1,0,0,1,1,0,0,1,0,1
6967,1.7925425,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1
6968,1.8048996,0,1,1,0,0,0,1,0,0,1,0,1,0,1,1
6969,1.2900559,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
6970,1.7348039,1,0,1,0,0,1,0,0,0,1,0,1,1,1,1
6971,1.8117377,0,0,0,1,1,0,1,0,0,0,1,0,1,1,0
6972,1.0187628,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
6973,1.3483931,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0
6974,1.4516873,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1
6975,1.7969166,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0
6976,1.7431345,0,1,0,0,1,0,1,0,0,0,0,0,0,1,1
6977,1.566613,0,1,1,0,1,1,1,0,0,0,1,1,0,0,1
6978,1.700915,0,0,0,1,0,1,1,1,0,1,0,1,0,1,1
6979,1.7845409,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1
6980,1.9456358,1,0,0,0,0,0,0,1,1,0,1,1,0,0,1
6981,1.4089522,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0
6982,1.9854885,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1
6983,1.6588875,0,0,1,0,1,1,0,0,0,1,0,0,1,1,1
6984,1.4212105,0,0,1,1,1,0,1,0,1,0,0,1,1,1,0
6985,1.8006268,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1
6986,2.127593,1,0,1,0,1,0,0,1,0,0,0,1,1,0,1
6987,1.623431,0,0,1,0,0,1,1,1,1,0,1,1,0,0,1
6988,1.8559104,0,0,0,1,0,1,1,1,0,0,1,0,1,0,1
6989,1.5162824,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0
6990,1.8302031,1,0,0,1,0,1,1,1,1,0,1,1,0,0,1
6991,1.2154356,0,0,0,1,1,1,1,1,1,1,0,1,0,1,1
6992,1.5495937,0,0,1,0,0,1,1,0,1,0,1,1,1,1,1
6993,1.367223,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1
6994,1.8804952,1,0,0,1,0,1,1,0,0,0,1,0,1,1,1
6995,1.5941045,1,0,0,0,0,0,1,0,0,0,0,1,0,1,1
6996,1.5079237,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1
6997,1.2068311,0,0,0,1,0,0,1,1,1,0,0,0,1,1,1
6998,1.6288435,0,0,1,0,1,0,0,0,0,0,1,1,1,0,0
6999,1.9199266,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1
7000,1.4392579,1,0,0,0,0,0,1,1,1,1,1,0,0,1,1
7001,1.7577952,0,0,0,1,1,0,1,1,0,0,0,1,0,1,1
7002,1.4408879,1,0,0,0,1,1,1,0,1,1,0,0,0,1,1
7003,1.8124822,0,1,1,0,0,0,0,0,1,0,1,1,0,1,1
7004,2.2588491,1,0,0,1,0,0,1,1,0,1,1,0,1,0,1
7005,1.8511955,0,0,0,1,0,1,0,1,1,0,1,0,0,1,1
7006,1.493852,1,1,0,0,0,0,1,1,1,1,1,0,1,1,1
7007,1.7491091,1,0,0,0,1,0,1,0,0,1,0,0,1,1,1
7008,1.7558993,0,0,1,0,1,1,1,0,0,0,1,0,1,0,1
7009,1.7390327,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0
7010,1.4390384,0,0,0,1,1,1,1,0,0,1,1,1,1,0,1
7011,1.3069639,0,1,0,0,0,1,1,1,0,1,1,1,1,1,0
7012,1.4057776,0,1,1,1,1,1,0,0,1,1,1,1,0,1,1
7013,1.3359571,1,0,0,0,0,1,1,1,1,1,1,0,1,1,1
7014,2.091768,0,1,1,0,1,1,0,1,1,0,0,1,0,1,1
7015,1.7663903,0,1,1,1,0,0,1,0,1,0,1,0,0,1,1
7016,1.5574422,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1
