score,parameter1,parameter2,parameter3,parameter4,parameter5,parameter6,parameter7,parameter8
1.0794951,0,1,2,1,2,2,2,0
1.0557884,0,1,2,1,2,2,2,1
1.0888189,0,1,2,1,2,2,2,2
1.1531798,0,1,2,1,2,2,2,3
1.1914866,0,1,2,1,2,2,3,0
1.150496,0,1,2,1,2,2,3,1
1.112046,0,1,2,1,2,2,3,2
1.2248975,0,1,2,1,2,2,3,3
1.3055744,0,1,2,1,2,3,0,1
1.2887985,0,1,2,1,2,3,0,2
1.4412661,0,1,2,1,2,3,0,3
1.1168793,0,1,2,1,2,3,1,0
1.2379979,0,1,2,1,2,3,1,1
1.1372352,0,1,2,1,2,3,1,2
1.2869329,0,1,2,1,2,3,1,3
1.1671805,0,1,2,1,2,3,2,0
1.1901355,0,1,2,1,2,3,2,1
1.2348456,0,1,2,1,2,3,2,2
1.3249183,0,1,2,1,2,3,2,3
1.2329469,0,1,2,1,2,3,3,0
1.1677569,0,1,2,1,2,3,3,1
1.1510005,0,1,2,1,2,3,3,2
1.2155417,0,1,2,1,2,3,3,3
1.1933979,0,1,2,1,3,0,0,1
1.1885165,0,1,2,1,3,0,0,2
1.2463759,0,1,2,1,3,0,0,3
1.3009639,0,1,2,1,3,0,1,1
1.2281473,0,1,2,1,3,0,1,2
1.3509448,0,1,2,1,3,0,1,3
1.2349126,0,1,2,1,3,0,2,0
1.2741258,0,1,2,1,3,0,2,1
1.3108271,0,1,2,1,3,0,2,2
1.3558286,0,1,2,1,3,0,2,3
1.3724864,0,1,2,1,3,0,3,0
1.3840704,0,1,2,1,3,0,3,1
1.3532295,0,1,2,1,3,0,3,2
1.5153296,0,1,2,1,3,0,3,3
1.2477436,0,1,2,1,3,1,0,1
1.2610984,0,1,2,1,3,1,0,2
1.3749822,0,1,2,1,3,1,0,3
1.197948,0,1,2,1,3,1,1,1
1.1772799,0,1,2,1,3,1,1,2
1.2533523,0,1,2,1,3,1,1,3
1.1734731,0,1,2,1,3,1,2,0
1.1509849,0,1,2,1,3,1,2,1
1.2505203,0,1,2,1,3,1,2,2
1.285594,0,1,2,1,3,1,2,3
1.2600454,0,1,2,1,3,1,3,0
1.1878062,0,1,2,1,3,1,3,1
1.246724,0,1,2,1,3,1,3,2
1.2767037,0,1,2,1,3,1,3,3
1.1906577,0,1,2,1,3,2,0,1
1.1767266,0,1,2,1,3,2,0,2
1.2697699,0,1,2,1,3,2,0,3
1.074635,0,1,2,1,3,2,1,0
1.1497601,0,1,2,1,3,2,1,1
1.068094,0,1,2,1,3,2,1,2
1.1842099,0,1,2,1,3,2,1,3
1.181216,0,1,2,1,3,2,2,0
1.1438642,0,1,2,1,3,2,2,1
1.1808926,0,1,2,1,3,2,2,2
1.1751679,0,1,2,1,3,2,2,3
1.2184771,0,1,2,1,3,2,3,0
1.1473103,0,1,2,1,3,2,3,1
1.1827955,0,1,2,1,3,2,3,2
1.2114557,0,1,2,1,3,2,3,3
1.3312716,0,1,2,1,3,3,0,1
1.331161,0,1,2,1,3,3,0,2
1.5334437,0,1,2,1,3,3,0,3
1.0948064,0,1,2,1,3,3,1,0
1.1782271,0,1,2,1,3,3,1,1
1.1679919,0,1,2,1,3,3,1,2
1.2459569,0,1,2,1,3,3,1,3
1.1388444,0,1,2,1,3,3,2,0
1.1857233,0,1,2,1,3,3,2,1
1.218876,0,1,2,1,3,3,2,2
1.2568907,0,1,2,1,3,3,2,3
1.1676061,0,1,2,1,3,3,3,0
1.0569582,0,1,2,1,3,3,3,1
1.0962032,0,1,2,1,3,3,3,2
1.1146494,0,1,2,1,3,3,3,3
0.88308591,0,1,2,2,0,0,0,1
0.91280621,0,1,2,2,0,0,0,2
0.99531984,0,1,2,2,0,0,0,3
0.92794836,0,1,2,2,0,0,1,1
0.96306908,0,1,2,2,0,0,1,2
1.078413,0,1,2,2,0,0,1,3
0.89546913,0,1,2,2,0,0,2,0
0.84455764,0,1,2,2,0,0,2,1
0.94945598,0,1,2,2,0,0,2,2
1.0339695,0,1,2,2,0,0,2,3
0.9854818,0,1,2,2,0,0,3,0
1.0098075,0,1,2,2,0,0,3,1
1.051296,0,1,2,2,0,0,3,2
1.1868521,0,1,2,2,0,0,3,3
1.0991136,0,1,2,2,0,1,0,1
1.0276641,0,1,2,2,0,1,0,2
1.1888038,0,1,2,2,0,1,0,3
1.0558686,0,1,2,2,0,1,1,1
0.97923052,0,1,2,2,0,1,1,2
1.1709876,0,1,2,2,0,1,1,3
1.0080612,0,1,2,2,0,1,2,0
1.0457377,0,1,2,2,0,1,2,1
1.0773648,0,1,2,2,0,1,2,2
1.2512021,0,1,2,2,0,1,2,3
1.105562,0,1,2,2,0,1,3,0
1.054104,0,1,2,2,0,1,3,1
1.0811975,0,1,2,2,0,1,3,2
1.2073886,0,1,2,2,0,1,3,3
0.95655149,0,1,2,2,0,2,0,1
1.0316311,0,1,2,2,0,2,0,2
1.1418694,0,1,2,2,0,2,0,3
0.96542758,0,1,2,2,0,2,1,1
1.0154724,0,1,2,2,0,2,1,2
1.1810414,0,1,2,2,0,2,1,3
0.95010376,0,1,2,2,0,2,2,0
0.88450521,0,1,2,2,0,2,2,1
1.016317,0,1,2,2,0,2,2,2
1.0967768,0,1,2,2,0,2,2,3
1.0264809,0,1,2,2,0,2,3,0
0.98495954,0,1,2,2,0,2,3,1
1.0272893,0,1,2,2,0,2,3,2
1.1487495,0,1,2,2,0,2,3,3
1.2337209,0,1,2,2,0,3,0,1
1.2304388,0,1,2,2,0,3,0,2
1.3798165,0,1,2,2,0,3,0,3
1.1738569,0,1,2,2,0,3,1,0
1.2243707,0,1,2,2,0,3,1,1
1.2609828,0,1,2,2,0,3,1,2
1.366607,0,1,2,2,0,3,1,3
1.1615845,0,1,2,2,0,3,2,0
1.2151331,0,1,2,2,0,3,2,1
1.2413058,0,1,2,2,0,3,2,2
1.3428409,0,1,2,2,0,3,2,3
1.2829386,0,1,2,2,0,3,3,0
1.2032235,0,1,2,2,0,3,3,1
1.2358162,0,1,2,2,0,3,3,2
1.3069003,0,1,2,2,0,3,3,3
0.90073162,0,1,2,2,1,0,0,1
1.0237628,0,1,2,2,1,0,0,2
1.0644568,0,1,2,2,1,0,0,3
1.039796,0,1,2,2,1,0,1,1
1.0962692,0,1,2,2,1,0,1,2
1.1888036,0,1,2,2,1,0,1,3
0.94551688,0,1,2,2,1,0,2,0
0.84070766,0,1,2,2,1,0,2,1
1.0791987,0,1,2,2,1,0,2,2
1.0779109,0,1,2,2,1,0,2,3
1.1282184,0,1,2,2,1,0,3,0
1.0837609,0,1,2,2,1,0,3,1
1.1954021,0,1,2,2,1,0,3,2
1.2757865,0,1,2,2,1,0,3,3
1.039005,0,1,2,2,1,1,0,1
1.0814905,0,1,2,2,1,1,0,2
1.205778,0,1,2,2,1,1,0,3
0.99047846,0,1,2,2,1,1,1,1
1.023243,0,1,2,2,1,1,1,2
1.134424,0,1,2,2,1,1,1,3
0.87623066,0,1,2,2,1,1,2,0
0.9294973,0,1,2,2,1,1,2,1
0.9387908,0,1,2,2,1,1,2,2
1.1027085,0,1,2,2,1,1,2,3
1.0488399,0,1,2,2,1,1,3,0
0.97433245,0,1,2,2,1,1,3,1
1.0508655,0,1,2,2,1,1,3,2
1.1135907,0,1,2,2,1,1,3,3
0.98646015,0,1,2,2,1,2,0,1
1.1013908,0,1,2,2,1,2,0,2
1.1858264,0,1,2,2,1,2,0,3
0.99103874,0,1,2,2,1,2,1,1
1.0686685,0,1,2,2,1,2,1,2
1.1794693,0,1,2,2,1,2,1,3
0.99847507,0,1,2,2,1,2,2,0
0.85104954,0,1,2,2,1,2,2,1
1.0505872,0,1,2,2,1,2,2,2
1.0690427,0,1,2,2,1,2,2,3
1.1333823,0,1,2,2,1,2,3,0
1.0361289,0,1,2,2,1,2,3,1
1.156924,0,1,2,2,1,2,3,2
1.1908847,0,1,2,2,1,2,3,3
1.179503,0,1,2,2,1,3,0,1
1.2566335,0,1,2,2,1,3,0,2
1.3574941,0,1,2,2,1,3,0,3
1.0907301,0,1,2,2,1,3,1,0
1.1017317,0,1,2,2,1,3,1,1
1.1573696,0,1,2,2,1,3,1,2
1.2437053,0,1,2,2,1,3,1,3
1.0538063,0,1,2,2,1,3,2,0
1.0317141,0,1,2,2,1,3,2,1
1.1397765,0,1,2,2,1,3,2,2
1.1797676,0,1,2,2,1,3,2,3
1.1334817,0,1,2,2,1,3,3,0
1.0086566,0,1,2,2,1,3,3,1
1.1098117,0,1,2,2,1,3,3,2
1.1052225,0,1,2,2,1,3,3,3
0.96706575,0,1,2,2,2,0,0,1
0.99196744,0,1,2,2,2,0,0,2
1.0640445,0,1,2,2,2,0,0,3
1.0296404,0,1,2,2,2,0,1,1
1.0485355,0,1,2,2,2,0,1,2
1.1803232,0,1,2,2,2,0,1,3
0.99283314,0,1,2,2,2,0,2,0
0.95286036,0,1,2,2,2,0,2,1
1.0292041,0,1,2,2,2,0,2,2
1.1034994,0,1,2,2,2,0,2,3
1.0868287,0,1,2,2,2,0,3,0
1.1390057,0,1,2,2,2,0,3,1
1.1501011,0,1,2,2,2,0,3,2
1.3169152,0,1,2,2,2,0,3,3
1.1048175,0,1,2,2,2,1,0,1
1.0403713,0,1,2,2,2,1,0,2
1.2443546,0,1,2,2,2,1,0,3
1.0557494,0,1,2,2,2,1,1,1
1.0237565,0,1,2,2,2,1,1,2
1.1951345,0,1,2,2,2,1,1,3
1.0126648,0,1,2,2,2,1,2,0
1.055804,0,1,2,2,2,1,2,1
1.0724185,0,1,2,2,2,1,2,2
1.2523435,0,1,2,2,2,1,2,3
1.1466789,0,1,2,2,2,1,3,0
1.139201,0,1,2,2,2,1,3,1
1.1505427,0,1,2,2,2,1,3,2
1.291508,0,1,2,2,2,1,3,3
0.97651255,0,1,2,2,2,2,0,1
1.0256481,0,1,2,2,2,2,0,2
1.1539356,0,1,2,2,2,2,0,3
0.86659199,0,1,2,2,2,2,1,0
0.94304889,0,1,2,2,2,2,1,1
1.0092902,0,1,2,2,2,2,1,2
1.1519716,0,1,2,2,2,2,1,3
0.88958371,0,1,2,2,2,2,2,0
0.84714425,0,1,2,2,2,2,2,1
0.90795523,0,1,2,2,2,2,2,2
1.0074868,0,1,2,2,2,2,2,3
0.95551497,0,1,2,2,2,2,3,0
0.92517751,0,1,2,2,2,2,3,1
0.96660775,0,1,2,2,2,2,3,2
1.0892509,0,1,2,2,2,2,3,3
1.1886117,0,1,2,2,2,3,0,1
1.1842871,0,1,2,2,2,3,0,2
1.3673525,0,1,2,2,2,3,0,3
1.0132747,0,1,2,2,2,3,1,0
1.0792445,0,1,2,2,2,3,1,1
1.1402106,0,1,2,2,2,3,1,2
1.245153,0,1,2,2,2,3,1,3
0.97919625,0,1,2,2,2,3,2,0
1.0907625,0,1,2,2,2,3,2,1
1.0322112,0,1,2,2,2,3,2,2
1.2064462,0,1,2,2,2,3,2,3
1.0923309,0,1,2,2,2,3,3,0
1.0242125,0,1,2,2,2,3,3,1
1.0429755,0,1,2,2,2,3,3,2
1.1139622,0,1,2,2,2,3,3,3
1.1343665,0,1,2,2,3,0,0,1
1.1734388,0,1,2,2,3,0,0,2
1.2003713,0,1,2,2,3,0,0,3
1.2994274,0,1,2,2,3,0,1,1
1.2635497,0,1,2,2,3,0,1,2
1.3536718,0,1,2,2,3,0,1,3
1.1948557,0,1,2,2,3,0,2,0
1.1320437,0,1,2,2,3,0,2,1
1.2813966,0,1,2,2,3,0,2,2
1.2627188,0,1,2,2,3,0,2,3
1.3741962,0,1,2,2,3,0,3,0
1.3103956,0,1,2,2,3,0,3,1
1.3917793,0,1,2,2,3,0,3,2
1.5077534,0,1,2,2,3,0,3,3
1.1964417,0,1,2,2,3,1,0,1
1.1766647,0,1,2,2,3,1,0,2
1.285587,0,1,2,2,3,1,0,3
1.133772,0,1,2,2,3,1,1,1
1.0645481,0,1,2,2,3,1,1,2
1.1472557,0,1,2,2,3,1,1,3
1.109176,0,1,2,2,3,1,2,0
1.146733,0,1,2,2,3,1,2,1
1.1927474,0,1,2,2,3,1,2,2
1.276955,0,1,2,2,3,1,2,3
1.1722168,0,1,2,2,3,1,3,0
1.1486686,0,1,2,2,3,1,3,1
1.1711096,0,1,2,2,3,1,3,2
1.2511973,0,1,2,2,3,1,3,3
1.0754887,0,1,2,2,3,2,0,1
1.1614524,0,1,2,2,3,2,0,2
1.1994659,0,1,2,2,3,2,0,3
1.091167,0,1,2,2,3,2,1,0
1.1540205,0,1,2,2,3,2,1,1
1.1766305,0,1,2,2,3,2,1,2
1.2732432,0,1,2,2,3,2,1,3
1.0469753,0,1,2,2,3,2,2,0
0.93356061,0,1,2,2,3,2,2,1
1.0857903,0,1,2,2,3,2,2,2
1.0687312,0,1,2,2,3,2,2,3
1.1591974,0,1,2,2,3,2,3,0
1.0798469,0,1,2,2,3,2,3,1
1.163573,0,1,2,2,3,2,3,2
1.2156779,0,1,2,2,3,2,3,3
1.2715354,0,1,2,2,3,3,0,1
1.2751007,0,1,2,2,3,3,0,2
1.4565414,0,1,2,2,3,3,0,3
1.0559727,0,1,2,2,3,3,1,0
1.0909007,0,1,2,2,3,3,1,1
1.1663338,0,1,2,2,3,3,1,2
1.1949658,0,1,2,2,3,3,1,3
1.0456247,0,1,2,2,3,3,2,0
1.1068228,0,1,2,2,3,3,2,1
1.1112427,0,1,2,2,3,3,2,2
1.184904,0,1,2,2,3,3,2,3
1.0715256,0,1,2,2,3,3,3,0
0.9671585,0,1,2,2,3,3,3,1
1.0285296,0,1,2,2,3,3,3,2
1.0417409,0,1,2,2,3,3,3,3
1.0662783,0,1,2,3,0,0,0,1
1.0893621,0,1,2,3,0,0,0,2
1.0839595,0,1,2,3,0,0,0,3
1.1375422,0,1,2,3,0,0,1,1
1.1254404,0,1,2,3,0,0,1,2
1.1847401,0,1,2,3,0,0,1,3
1.1325971,0,1,2,3,0,0,2,0
1.107258,0,1,2,3,0,0,2,1
1.1638272,0,1,2,3,0,0,2,2
1.1906564,0,1,2,3,0,0,2,3
1.1854467,0,1,2,3,0,0,3,0
1.1441469,0,1,2,3,0,0,3,1
1.1749644,0,1,2,3,0,0,3,2
1.2808274,0,1,2,3,0,0,3,3
1.2198153,0,1,2,3,0,1,0,1
1.2347324,0,1,2,3,0,1,0,2
1.2326493,0,1,2,3,0,1,0,3
1.2568398,0,1,2,3,0,1,1,1
1.2632931,0,1,2,3,0,1,1,2
1.3064054,0,1,2,3,0,1,1,3
1.2425679,0,1,2,3,0,1,2,0
1.232354,0,1,2,3,0,1,2,1
1.2831523,0,1,2,3,0,1,2,2
1.3149986,0,1,2,3,0,1,2,3
1.3031684,0,1,2,3,0,1,3,0
1.2308717,0,1,2,3,0,1,3,1
1.2610859,0,1,2,3,0,1,3,2
1.3147328,0,1,2,3,0,1,3,3
1.1884792,0,1,2,3,0,2,0,1
1.2114708,0,1,2,3,0,2,0,2
1.2380152,0,1,2,3,0,2,0,3
1.2040454,0,1,2,3,0,2,1,1
1.1826854,0,1,2,3,0,2,1,2
1.2470641,0,1,2,3,0,2,1,3
1.2449172,0,1,2,3,0,2,2,0
1.2112467,0,1,2,3,0,2,2,1
1.2624564,0,1,2,3,0,2,2,2
1.2876197,0,1,2,3,0,2,2,3
1.2837195,0,1,2,3,0,2,3,0
1.1920131,0,1,2,3,0,2,3,1
1.2349842,0,1,2,3,0,2,3,2
1.27054,0,1,2,3,0,2,3,3
1.3610288,0,1,2,3,0,3,0,1
1.3933301,0,1,2,3,0,3,0,2
1.3837898,0,1,2,3,0,3,0,3
1.3013126,0,1,2,3,0,3,1,0
1.346861,0,1,2,3,0,3,1,1
1.2689178,0,1,2,3,0,3,1,2
1.3812581,0,1,2,3,0,3,1,3
1.3622169,0,1,2,3,0,3,2,0
1.2962582,0,1,2,3,0,3,2,1
1.4178294,0,1,2,3,0,3,2,2
1.4066452,0,1,2,3,0,3,2,3
1.4880723,0,1,2,3,0,3,3,0
1.3260434,0,1,2,3,0,3,3,1
1.3745176,0,1,2,3,0,3,3,2
1.3770773,0,1,2,3,0,3,3,3
1.0432013,0,1,2,3,1,0,0,1
1.1478114,0,1,2,3,1,0,0,2
1.1254277,0,1,2,3,1,0,0,3
1.1494004,0,1,2,3,1,0,1,1
1.173907,0,1,2,3,1,0,1,2
1.2024771,0,1,2,3,1,0,1,3
1.1379719,0,1,2,3,1,0,2,0
1.0624815,0,1,2,3,1,0,2,1
1.2114884,0,1,2,3,1,0,2,2
1.1701599,0,1,2,3,1,0,2,3
1.2447405,0,1,2,3,1,0,3,0
1.1824797,0,1,2,3,1,0,3,1
1.2573171,0,1,2,3,1,0,3,2
1.3159373,0,1,2,3,1,0,3,3
1.1788564,0,1,2,3,1,1,0,1
1.2227678,0,1,2,3,1,1,0,2
1.2534773,0,1,2,3,1,1,0,3
1.104598,0,1,2,3,1,1,1,1
1.1400701,0,1,2,3,1,1,1,2
1.1260655,0,1,2,3,1,1,1,3
1.1071616,0,1,2,3,1,1,2,0
1.1112518,0,1,2,3,1,1,2,1
1.1810704,0,1,2,3,1,1,2,2
1.1907949,0,1,2,3,1,1,2,3
1.1291115,0,1,2,3,1,1,3,0
1.0634536,0,1,2,3,1,1,3,1
1.097821,0,1,2,3,1,1,3,2
1.1333476,0,1,2,3,1,1,3,3
1.0804062,0,1,2,3,1,2,0,1
1.1759249,0,1,2,3,1,2,0,2
1.2210608,0,1,2,3,1,2,0,3
1.0928439,0,1,2,3,1,2,1,1
1.1389216,0,1,2,3,1,2,1,2
1.1880857,0,1,2,3,1,2,1,3
1.1106396,0,1,2,3,1,2,2,0
1.0310123,0,1,2,3,1,2,2,1
1.169107,0,1,2,3,1,2,2,2
1.1715506,0,1,2,3,1,2,2,3
1.1875237,0,1,2,3,1,2,3,0
1.0549139,0,1,2,3,1,2,3,1
1.1971741,0,1,2,3,1,2,3,2
1.1907183,0,1,2,3,1,2,3,3
1.2653055,0,1,2,3,1,3,0,1
1.3103884,0,1,2,3,1,3,0,2
1.3801975,0,1,2,3,1,3,0,3
1.1358725,0,1,2,3,1,3,1,0
1.1506135,0,1,2,3,1,3,1,1
1.2001014,0,1,2,3,1,3,1,2
1.2195847,0,1,2,3,1,3,1,3
1.1316592,0,1,2,3,1,3,2,0
1.0525143,0,1,2,3,1,3,2,1
1.2112076,0,1,2,3,1,3,2,2
1.1730217,0,1,2,3,1,3,2,3
1.2003754,0,1,2,3,1,3,3,0
1.0430044,0,1,2,3,1,3,3,1
1.12095,0,1,2,3,1,3,3,2
1.1179036,0,1,2,3,1,3,3,3
1.1513531,0,1,2,3,2,0,0,1
1.1134328,0,1,2,3,2,0,0,2
1.1789236,0,1,2,3,2,0,0,3
1.2633824,0,1,2,3,2,0,1,1
1.1428905,0,1,2,3,2,0,1,2
1.2353795,0,1,2,3,2,0,1,3
1.1821042,0,1,2,3,2,0,2,0
1.164747,0,1,2,3,2,0,2,1
1.2287385,0,1,2,3,2,0,2,2
1.241574,0,1,2,3,2,0,2,3
1.304799,0,1,2,3,2,0,3,0
1.3144672,0,1,2,3,2,0,3,1
1.3013142,0,1,2,3,2,0,3,2
1.377526,0,1,2,3,2,0,3,3
1.2534236,0,1,2,3,2,1,0,1
1.18925,0,1,2,3,2,1,0,2
1.3166962,0,1,2,3,2,1,0,3
1.2428615,0,1,2,3,2,1,1,1
1.1530298,0,1,2,3,2,1,1,2
1.2908381,0,1,2,3,2,1,1,3
1.1743896,0,1,2,3,2,1,2,0
1.1931266,0,1,2,3,2,1,2,1
1.2303987,0,1,2,3,2,1,2,2
1.2820302,0,1,2,3,2,1,2,3
1.27404,0,1,2,3,2,1,3,0
1.2032561,0,1,2,3,2,1,3,1
1.2302969,0,1,2,3,2,1,3,2
1.3013229,0,1,2,3,2,1,3,3
1.1836221,0,1,2,3,2,2,0,1
1.1889693,0,1,2,3,2,2,0,2
1.2502376,0,1,2,3,2,2,0,3
1.1695852,0,1,2,3,2,2,1,1
1.1508701,0,1,2,3,2,2,1,2
1.2177448,0,1,2,3,2,2,1,3
1.1345785,0,1,2,3,2,2,2,0
1.0860107,0,1,2,3,2,2,2,1
1.1218716,0,1,2,3,2,2,2,2
1.1194292,0,1,2,3,2,2,2,3
1.1784105,0,1,2,3,2,2,3,0
1.1046505,0,1,2,3,2,2,3,1
1.1107613,0,1,2,3,2,2,3,2
1.1586704,0,1,2,3,2,2,3,3
1.3124015,0,1,2,3,2,3,0,1
1.3114094,0,1,2,3,2,3,0,2
1.4123141,0,1,2,3,2,3,0,3
1.1805841,0,1,2,3,2,3,1,0
1.2580658,0,1,2,3,2,3,1,1
1.1989141,0,1,2,3,2,3,1,2
1.259729,0,1,2,3,2,3,1,3
1.1655847,0,1,2,3,2,3,2,0
1.1373028,0,1,2,3,2,3,2,1
1.2052385,0,1,2,3,2,3,2,2
1.2398008,0,1,2,3,2,3,2,3
1.2259077,0,1,2,3,2,3,3,0
1.1328682,0,1,2,3,2,3,3,1
1.1343532,0,1,2,3,2,3,3,2
1.1628946,0,1,2,3,2,3,3,3
1.2403445,0,1,2,3,3,0,0,1
1.261364,0,1,2,3,3,0,0,2
1.2853389,0,1,2,3,3,0,0,3
1.3433437,0,1,2,3,3,0,1,1
1.3101679,0,1,2,3,3,0,1,2
1.3630337,0,1,2,3,3,0,1,3
1.2932612,0,1,2,3,3,0,2,0
1.2716886,0,1,2,3,3,0,2,1
1.3780146,0,1,2,3,3,0,2,2
1.340162,0,1,2,3,3,0,2,3
1.4873248,0,1,2,3,3,0,3,0
1.4032512,0,1,2,3,3,0,3,1
1.4571238,0,1,2,3,3,0,3,2
1.4290438,0,1,2,3,3,0,3,3
1.2400552,0,1,2,3,3,1,0,1
1.2501451,0,1,2,3,3,1,0,2
1.3142744,0,1,2,3,3,1,0,3
1.1849542,0,1,2,3,3,1,1,1
1.1692446,0,1,2,3,3,1,1,2
1.1945765,0,1,2,3,3,1,1,3
1.1347996,0,1,2,3,3,1,2,0
1.1828942,0,1,2,3,3,1,2,1
1.2210966,0,1,2,3,3,1,2,2
1.2559583,0,1,2,3,3,1,2,3
1.2113652,0,1,2,3,3,1,3,0
1.1577678,0,1,2,3,3,1,3,1
1.1618525,0,1,2,3,3,1,3,2
1.1690642,0,1,2,3,3,1,3,3
1.1591166,0,1,2,3,3,2,0,1
1.181525,0,1,2,3,3,2,0,2
1.2292795,0,1,2,3,3,2,0,3
1.0612891,0,1,2,3,3,2,1,0
1.1300951,0,1,2,3,3,2,1,1
1.169095,0,1,2,3,3,2,1,2
1.2066931,0,1,2,3,3,2,1,3
1.113596,0,1,2,3,3,2,2,0
1.1053181,0,1,2,3,3,2,2,1
1.1546921,0,1,2,3,3,2,2,2
1.1405802,0,1,2,3,3,2,2,3
1.1813326,0,1,2,3,3,2,3,0
1.0971237,0,1,2,3,3,2,3,1
1.1623275,0,1,2,3,3,2,3,2
1.1301733,0,1,2,3,3,2,3,3
1.236617,0,1,2,3,3,3,0,1
1.252737,0,1,2,3,3,3,0,2
1.3973591,0,1,2,3,3,3,0,3
1.0390347,0,1,2,3,3,3,1,0
1.0820622,0,1,2,3,3,3,1,1
1.0716771,0,1,2,3,3,3,1,2
1.1257335,0,1,2,3,3,3,1,3
1.0394428,0,1,2,3,3,3,2,0
1.0326495,0,1,2,3,3,3,2,1
1.0998574,0,1,2,3,3,3,2,2
1.11657,0,1,2,3,3,3,2,3
1.0692359,0,1,2,3,3,3,3,0
0.96284097,0,1,2,3,3,3,3,1
1.0011052,0,1,2,3,3,3,3,2
0.99340618,0,1,2,3,3,3,3,3
0.94726634,0,1,3,0,0,0,0,1
0.95774049,0,1,3,0,0,0,0,2
0.97541195,0,1,3,0,0,0,0,3
0.99507469,0,1,3,0,0,0,1,1
0.92713159,0,1,3,0,0,0,1,2
1.0385113,0,1,3,0,0,0,1,3
0.94724745,0,1,3,0,0,0,2,0
0.89600217,0,1,3,0,0,0,2,1
0.98365974,0,1,3,0,0,0,2,2
0.99385244,0,1,3,0,0,0,2,3
0.95599109,0,1,3,0,0,0,3,0
0.92479873,0,1,3,0,0,0,3,1
0.91363388,0,1,3,0,0,0,3,2
1.0712174,0,1,3,0,0,0,3,3
1.1232905,0,1,3,0,0,1,0,1
1.056464,0,1,3,0,0,1,0,2
1.185369,0,1,3,0,0,1,0,3
1.0938287,0,1,3,0,0,1,1,1
1.0517761,0,1,3,0,0,1,1,2
1.1761775,0,1,3,0,0,1,1,3
1.0279344,0,1,3,0,0,1,2,0
1.0774468,0,1,3,0,0,1,2,1
1.0889274,0,1,3,0,0,1,2,2
1.2136649,0,1,3,0,0,1,2,3
1.0606529,0,1,3,0,0,1,3,0
1.0489949,0,1,3,0,0,1,3,1
1.0539526,0,1,3,0,0,1,3,2
1.2107812,0,1,3,0,0,1,3,3
1.0191647,0,1,3,0,0,2,0,1
1.0887551,0,1,3,0,0,2,0,2
1.1466234,0,1,3,0,0,2,0,3
1.0549788,0,1,3,0,0,2,1,1
1.0710377,0,1,3,0,0,2,1,2
1.1999323,0,1,3,0,0,2,1,3
0.99276888,0,1,3,0,0,2,2,0
1.0041684,0,1,3,0,0,2,2,1
1.0443699,0,1,3,0,0,2,2,2
1.1299462,0,1,3,0,0,2,2,3
1.0147082,0,1,3,0,0,2,3,0
1.0040269,0,1,3,0,0,2,3,1
1.0008599,0,1,3,0,0,2,3,2
1.1298959,0,1,3,0,0,2,3,3
1.2006117,0,1,3,0,0,3,0,1
1.2016859,0,1,3,0,0,3,0,2
1.3595206,0,1,3,0,0,3,0,3
1.0361744,0,1,3,0,0,3,1,0
1.1267507,0,1,3,0,0,3,1,1
1.1772826,0,1,3,0,0,3,1,2
1.2567517,0,1,3,0,0,3,1,3
1.0156624,0,1,3,0,0,3,2,0
1.1434934,0,1,3,0,0,3,2,1
1.1242741,0,1,3,0,0,3,2,2
1.240037,0,1,3,0,0,3,2,3
1.1768808,0,1,3,0,0,3,3,0
1.1109979,0,1,3,0,0,3,3,1
1.1215833,0,1,3,0,0,3,3,2
1.1993597,0,1,3,0,0,3,3,3
1.0977255,0,1,3,0,1,0,0,1
1.1284679,0,1,3,0,1,0,0,2
1.1571096,0,1,3,0,1,0,0,3
1.1358135,0,1,3,0,1,0,1,1
1.0996487,0,1,3,0,1,0,1,2
1.1930803,0,1,3,0,1,0,1,3
1.1320153,0,1,3,0,1,0,2,0
1.0986878,0,1,3,0,1,0,2,1
1.2143697,0,1,3,0,1,0,2,2
1.2420536,0,1,3,0,1,0,2,3
1.1572591,0,1,3,0,1,0,3,0
1.0947772,0,1,3,0,1,0,3,1
1.1406913,0,1,3,0,1,0,3,2
1.2883637,0,1,3,0,1,0,3,3
1.1887243,0,1,3,0,1,1,0,1
1.1936103,0,1,3,0,1,1,0,2
1.224337,0,1,3,0,1,1,0,3
1.1353111,0,1,3,0,1,1,1,1
1.149502,0,1,3,0,1,1,1,2
1.2123498,0,1,3,0,1,1,1,3
1.1628687,0,1,3,0,1,1,2,0
1.1487832,0,1,3,0,1,1,2,1
1.2248954,0,1,3,0,1,1,2,2
1.3388346,0,1,3,0,1,1,2,3
1.2049625,0,1,3,0,1,1,3,0
1.1294061,0,1,3,0,1,1,3,1
1.1757307,0,1,3,0,1,1,3,2
1.2823603,0,1,3,0,1,1,3,3
1.1341412,0,1,3,0,1,2,0,1
1.2215368,0,1,3,0,1,2,0,2
1.2323253,0,1,3,0,1,2,0,3
1.1753926,0,1,3,0,1,2,1,1
1.2021227,0,1,3,0,1,2,1,2
1.2861342,0,1,3,0,1,2,1,3
1.1349434,0,1,3,0,1,2,2,0
1.0820695,0,1,3,0,1,2,2,1
1.1739949,0,1,3,0,1,2,2,2
1.2213209,0,1,3,0,1,2,2,3
1.1988885,0,1,3,0,1,2,3,0
1.1218178,0,1,3,0,1,2,3,1
